ocn1	eco	seq
C.RyL.Bul	C60	0
C.RyL.Fia	C60	0
C.RyL.Fia	C76	1
C.RyL.Fia.c3	C60	0
C.RyL.Fia.c3	C76	1
C.RyL.Fia.c3.f5	C60	0
C.RyL.Fia.d4	C60	0
C.RyL.Luc	C60	0
C.RyL.Nbg	C60	0
C.RyL.Pol	C60	0
C.RyL.Ret	C60	0
C.RyL.Rot	C60	0
C.RyL.SCG	C60	0
C.RyL.SCG.Nxe5	C60	0
C.RyL.Vin	C60	0
C.RyL.Bir	C61	0
C.RyL.Bir.Nxd4	C61	0
C.RyL.Stn	C62	0
C.RyL.Stn	C66	1
C.RyL.Stn.d4	C62	0
C.RyL.Stn.d4	C66	1
C.RyL.Stn.d4.exd4	C62	0
C.RyL.Stn.d4.Bd7	C62	0
C.RyL.Stn.d4.Bd7	C66	1
C.RyL.Stn.d4.Bd7.Nc3	C62	0
C.RyL.Stn.d4.Bd7.Nc3	C66	1
C.RyL.Stn.d4.Bd7.c4	C62	0
C.RyL.ClD	C64	0
C.RyL.ClD.c3	C64	0
C.RyL.ClD.c3.Qe7	C64	0
C.RyL.ClD.c3.Bb6	C64	0
C.RyL.ClD.c3.f5	C64	0
C.RyL.ClD.c3.d5	C64	0
C.RyL.ClD.b4	C64	0
C.Vie.Nc6	C25	0
C.Vie.Nc6.f4	C25	0
C.Vie.Nc6.f4.exf4	C25	0
C.Vie.Nc6.f4.exf4.Nf3	C25	0
C.Vie.Nc6.f4.exf4.Nf3.g5	C25	0
C.Vie.Nc6.f4.exf4.d4	C25	0
C.Vie.Nc6.f4.exf4.d4.Qh4	C25	0
C.Vie.Nc6.f4.Bc5	C25	0
C.Vie.Nc6.d4	C25	0
C.Vie.Nc6.g3	C25	0
C.Vie.Nc6.g3.Bc5	C25	0
C.Vie.Nc6.Bc4	C25	0
C.Vie.Nc6.Bc4	C28	1
C.Vie.Nc6.Bc4.Bc5	C25	0
C.Vie.Nc6.Bc4.Nf6	C28	0
C.Vie.Nc6.Bc4.Nf6.f4	C28	0
C.Vie.Bc5	C25	0
C.Vie.Bc5.Qg4	C25	0
C.Vie.Bc5.Na4	C25	0
C.Vie.d6	C25	0
C.Vie.Bb4	C25	0
C.PhD.d4	C41	0
C.PhD.Bc4	C41	0
C.PhD.Bc4.Be7	C41	0
C.PhD.Bc4.Be7.c3	C41	0
C.PhD.Bc4.f5	C41	0
C.PhD.d4.Bg4	C41	0
C.PhD.d4.exd4	C41	0
C.PhD.d4.exd4.Nxd4	C41	0
C.PhD.d4.exd4.c3	C41	0
C.PhD.d4.exd4.Qxd4	C41	0
C.PhD.d4.exd4.Bc4	C41	0
C.PhD.d4.Nd7	C41	0
C.PhD.d4.Nd7.Bc4	C41	0
C.PhD.d4.Nd7.Bc4.c6	C41	0
C.PhD.d4.Nd7.Bc4.Nb6	C41	0
C.PhD.d4.Nf6	C41	0
C.PhD.d4.Nf6.dxe5	C41	0
C.PhD.d4.Nf6.dxe5.Nxe4	C41	0
C.PhD.d4.Nf6.Bc4	C41	0
C.PhD.d4.Nf6.Ng5	C41	0
C.PhD.d4.f5	C41	0
C.PhD.d4.f5.Nc3	C41	0
C.PhD.d4.Bd7	C41	0
C.KPO.Ke2	C20	0
C.KPO.c4	C20	0
C.KPO.c4.d5	C20	0
C.KPO.Ne2	C20	0
C.KPO.d3	C20	0
C.KPO.d3.f5	C20	0
C.KPO.d3.Nf6	C20	0
C.KPO.d3.d5	C20	0
C.KPO.f3	C20	0
C.KPO.f3.Nf6	C20	0
C.KPO.c3	C20	0
C.KPO.c3.f5	C20	0
C.KPO.c3.d5	C20	0
C.KPO.a3	C20	0
C.KPO.Bd3	C20	0
C.KPO.Qh5	C20	0
C.KPO.Qh5.Nf6	C20	0
C.KPO.Qh5.Nc6	C20	0
C.KPO.b3	C20	0
C.KPO.Qg4	C20	0
C.KPO.Qe2	C20	0
C.Pet.Nxe5	C42	0
C.Pet.Nxe5.d6	C42	0
C.Pet.Nxe5.d6.Nf3	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4.d4	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4.Qe2	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4.d3	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4.c4	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4.Bd3	C42	0
C.Pet.Nxe5.d6.Nf3.Nxe4.Nc3	C42	0
C.Pet.Nxe5.d6.Nd3	C42	0
C.Pet.Nxe5.d6.Nc4	C42	0
C.Pet.Nxe5.Nxe4	C42	0
C.Pet.Nxe5.Nxe4.Qe2	C42	0
C.Pet.Bc4	C42	0
C.Pet.Bc4.Nxe4	C27	0
C.Pet.Qe2	C42	0
C.Bsh.Bc5	C23	0
C.Bsh.Bc5.d4	C23	0
C.Bsh.Bc5.Qe2	C23	0
C.Bsh.Bc5.Qe2.Nf6	C23	0
C.Bsh.Bc5.Qe2.Nc6	C23	0
C.Bsh.Bc5.b4	C23	0
C.Bsh.Bc5.b4.Bxb4	C23	0
C.Bsh.Bc5.b4.Bxb4.c3	C23	0
C.Bsh.Bc5.b4.Bxb4.f4	C23	0
C.Bsh.Bc5.c3	C23	0
C.Bsh.Bc5.c3.Nf6	C23	0
C.Bsh.Bc5.c3.Qg5	C23	0
C.Bsh.Bc5.f4	C23	0
C.Bsh.b5	C23	0
C.Bsh.b5.Bxb5	C23	0
C.Bsh.b5.Bxb5.c6	C23	0
C.Bsh.b5.Bxb5.f5	C23	0
C.Bsh.d5	C23	0
C.Bsh.c6	C23	0
C.Bsh.c6.d4	C23	0
C.Bsh.Nc6	C30	0
C.Bsh.Nc6.Nc3	C30	0
C.Sco.exd4	C44	0
C.Sco.exd4	C45	1
C.Sco.exd4.Nxd4	C45	0
C.Sco.exd4.Nxd4.Qh4	C45	0
C.Sco.exd4.Nxd4.Qh4.Be3	C45	0
C.Sco.exd4.Nxd4.Qh4.Nf3	C45	0
C.Sco.exd4.Nxd4.Qh4.Nb5	C45	0
C.Sco.exd4.Nxd4.Qh4.Nc3	C45	0
C.Sco.exd4.Nxd4.Qh4.Nf5	C45	0
C.Sco.exd4.Nxd4.Nxd4	C45	0
C.Sco.exd4.Nxd4.Bb4	C45	0
C.Sco.Nxd4	C44	0
C.Sco.Nxd4.Nxd4	C44	0
C.Sco.Nxd4.Nxd4.Qxd4	C44	0
C.Sco.Nxd4.Nxd4.Bc4	C44	0
C.Sco.exd4.Bb5	C44	0
C.KGm.Qh4	C30	0
C.KGm.Qh4.g3	C30	0
C.KGm.Qh4.g3.Qe7	C30	0
C.KGm.Qf6	C30	0
C.KGm.Qf6.Nc3	C30	0
C.KGm.Qf6.Nc3.Qxf4	C30	0
C.KGm.Qf6.Nc3.Qxf4.Nf3	C30	0
C.KGm.Qf6.Nc3.Qxf4.d4	C30	0
C.KGm.Nc6	C30	0
C.KGm.Nc6.Nf3	C30	0
C.KGm.Nc6.Nf3.g5	C30	0
C.KGm.Nc6.Nf3.f5	C30	0
C.KGm.f5	C30	0
C.KGm.f5.exf5	C30	0
C.KGm.f5.exf5.Qh4	C30	0
C.KGm.f5.exf5.exf4	C30	0
C.KGm.f5.exf5.Bc5	C30	0
C.KGm.Nf6	C30	0
C.KGm.f6	C30	0
C.KGm.g5	C30	0
C.LtO.Bc4	C40	0
C.LtO.Bc4.Nf6	C40	0
C.LtO.Bc4.fxe4	C40	0
C.LtO.Bc4.fxe4.Qg5	C40	0
C.LtO.Bc4.fxe4.d5	C40	0
C.LtO.Bc4.fxe4.Nf6	C40	0
C.LtO.Bc4.b5	C40	0
C.LtO.c4	C40	0
C.LtO.Nxe5	C40	0
C.LtO.Nxe5.Nc6	C40	0
C.LtO.Nxe5.Qe7	C40	0
C.LtO.g4	C40	0
C.LtO.d4	C40	0
C.LtO.Nc3	C40	0
C.LtO.b4	C40	0
C.Ita.h6	C50	0
C.Ita.Nd4	C50	0
C.Ita.Be7	C50	0
C.Ita.Be7.d4	C50	0
C.Ita.d6	C50	0
C.Ita.f5	C50	0
D.Sla.Nc3	D10	0
D.Sla.Nc3.dxc4	D10	0
D.Sla.Nc3.Nf6	D10	0
D.Sla.Nc3.Nf6.e3	D10	0
D.Sla.Nf3	D10	0
D.Sla.Nf3	D11	1
D.Sla.Nf3.Nf6	D11	0
D.Sla.Nf3.Nf6.Nc3	D15	0
D.Sla.Nf3.Nf6.Nc3.dxc4	D15	0
D.Sla.Nf3.Nf6.g3	D11	0
D.Sla.Nf3.Nf6.Nbd2	D11	0
D.Sla.Nf3.Nf6.e3	D11	0
D.Sla.Nf3.Nf6.e3	D30	1
D.Sla.Nf3.Nf6.e3.e6	D30	0
D.Bgm.Cap	D00	0
D.Bgm.Cap.f3	D00	0
D.Bgm.Cap.Be3	D00	0
D.Bgm.Cap.Bc4	D00	0
D.Bgm.Cap.Nc3	D00	0
D.Bgm.Cap.Nc3.Nf6	D00	0
D.Bgm.Cap.Nc3.Nf6.f3	D00	0
D.Bgm.Cap.Nc3.Nf6.Be3	D00	0
D.Bgm.Cap.Nc3.Nf6.Bg5	D00	0
D.Bgm.Cap.Nc3.e5	D00	0
D.Bgm.Cap.Nc3.Bf5	D00	0
D.Bgm.Cap.Nc3.c5	D00	0
D.Bgm.Cap.Nc3.f5	D00	0
D.QGA.e3	D20	0
D.QGA.Qa4	D20	0
D.QGA.Nf3	D21	0
D.QGA.Nf3.Nf6	D23	0
D.QGA.Nf3.Nf6.Nc3	D24	0
D.QGA.Nf3.Nf6.e3	D25	0
D.QGA.Nf3.e6	D21	0
D.QGA.Nf3.c5	D21	0
D.QGA.Nf3.b5	D21	0
D.QPG.c4	D06	0
D.QPG.c4.c5	D06	0
D.QPG.c4.b5	D06	0
D.QPG.e3	D00	0
D.QPG.e3.Nf6	D00	0
D.QPG.Zuk.Nf6	D02	0
D.QPG.Zuk.Nf6.e3	D04	0
D.QPG.Zuk.Nf6.g3	D02	0
D.QPG.Zuk.Nf6.c4	D02	0
D.QPG.Zuk.c5	D02	0
D.QPG.Zuk.c5.g3	D02	0
D.QPG.Zuk.c6	D02	0
D.QPG.Zuk.c6.Bg5	D02	0
D.QPG.Zuk.e6	D02	0
D.QPG.Zuk.e6.Bf4	D02	0
D.QPG.Zuk.Bf5	D02	0
D.QPG.Zuk.Nc6	D02	0
D.QPG.Zuk.Bg4	D02	0
D.Tar.Exd	D32	0
D.Tar.Exd	D33	1
D.Tar.Exd	D34	2
D.Tar.Exd.Nf3	D33	0
D.Tar.Exd.Nf3	D34	1
D.Tar.Exd.Nf3.Nc6	D33	0
D.Tar.Exd.Nf3.Nc6	D34	1
D.Tar.Cls.Bg5	D34	0
D.Tar.Cls.Bg5.Be6	D34	0
D.Tar.Cls.Bg5.c4	D34	0
D.Tar.Cls.Bg5.cxd4	D34	0
D.Tar.Cls.Bg5.cxd4.Nxd4	D34	0
D.Tar.Cls.Bg5.cxd4.Nxd4.h6	D34	0
D.QGD.Cls.Nf3.Nbd7	D60	0
D.QGD.Cls.Nf3.Nbd7.Bd3	D60	0
D.QGD.Cls.Nf3.Nbd7.Qc2	D61	0
D.QGD.Cls.Nf3.Nbd7.Rc1	D63	0
D.QGD.Ort.Hne.Bxe7	D67	0
D.QGD.Ort.Hne.Bxe7.Qxe7	D67	0
D.QGD.Ort.Hne.Bxe7.Qxe7.O-O	D67	0
D.QGD.Ort.Hne.Bxe7.Qxe7.Ne4	D67	0
D.Sem.AMe.b6	D45	0
D.Sem.AMe.b6	D46	1
D.Sem.AMe.b6.b3	D45	0
D.Sem.AMe.b6.b3	D46	1
D.Sem.AMe.b6.b3.Bb7	D45	0
D.Sem.AMe.b6.b3.Bb7	D46	1
D.Sem.AMe.Bd6	D45	0
D.Sem.AMe.Bd6	D46	1
D.Sem.AMe.Bd6.b3	D45	0
D.Sem.AMe.Bd6.b3	D46	1
D.Sem.AMe.Bd6.b3.O-O	D45	0
D.Sem.AMe.Bd6.b3.O-O	D46	1
D.Sem.AMe.Bd6.e4	D45	0
D.Sem.Mer.MLn.c5	D48	0
D.Sem.Mer.MLn.c5	D49	1
D.Sem.Mer.MLn.c5.e5	D48	0
D.Sem.Mer.MLn.c5.e5	D49	1
D.Sem.Mer.MLn.c5.d5	D48	0
D.Sem.Mer.MLn.c5.e5.cxd4	D49	0
D.Sem.Mer.MLn.b4	D48	0
E.Gru.Nf3	D90	0
E.Gru.Bg5	D80	0
E.Gru.Bg5.Ne4	D80	0
E.Gru.Qb3	D81	0
E.Gru.g4	D80	0
E.Gru.h4	D80	0
E.Gru.cxd5	D85	0
E.Gru.cxd5.Nxd5	D85	0
E.Gru.cxd5.Nxd5.Na4	D85	0
E.Gru.Thr.Qa4	D90	0
E.Gru.Thr.Bg5	D91	0
E.Gru.Thr.Bf4	D92	0
E.Gru.Thr.e3	D94	0
E.Gru.Thr.e3	D95	1
E.Gru.Thr.e3.O-O	D94	0
E.Gru.Thr.e3.O-O	D95	1
E.Gru.Thr.e3.O-O.Bd3	D94	0
E.Gru.Thr.e3.O-O.Qb3	D95	0
E.Gru.Thr.e3.O-O.b4	D94	0
E.Gru.Exc.SeV.Nf3	D85	0
E.Gru.Exc.SeV.Bc4	D86	0
E.Gru.Exc.SeV.Bc4	D87	1
E.Gru.Exc.SeV.Bc4	D88	2
E.Gru.Exc.SeV.Bc4	D89	3
E.Gru.Exc.SeV.Bc4.O-O	D86	0
E.Gru.Exc.SeV.Bc4.c5	D87	0
E.Gru.Exc.SeV.Bc4.c5	D88	1
E.Gru.Exc.SeV.Bc4.c5	D89	2
E.Gru.Exc.SeV.Bc4.c5.Ne2	D87	0
E.Gru.Exc.SeV.Bc4.c5.Ne2	D88	1
E.Gru.Exc.SeV.Bc4.c5.Ne2	D89	2
E.Gru.Rus.Hng.e4	D97	0
E.Gru.Rus.Hng.e4.a6	D97	0
E.Gru.Rus.Hng.e4.b6	D97	0
E.Gru.Rus.Hng.e4.Bg4	D98	0
E.Gru.Rus.Hng.e4.Bg4	D99	1
E.KID.e4	E70	0
E.KID.Nf3	E60	0
E.KID.Nf3	E61	1
E.KID.Nf3.d6	E61	0
E.KID.Nf3.d6	E62	1
E.KID.Nf3.d6.Bg5	E61	0
E.KID.Nf3.d6.g3	E62	0
E.KID.Nf3.Cst	E61	0
E.KID.Nf3.Cst.e3	E61	0
E.KID.Nf3.Cst.e3.d6	E61	0
E.KID.Nf3.Cst.e3.d6.Be2	E61	0
E.KID.Sml.Cst	E81	0
E.KID.Sml.Cst	E82	1
E.KID.Sml.Cst	E83	2
E.KID.Sml.Cst	E84	3
E.KID.Sml.Cst.Bg5	E81	0
E.KID.Sml.Cst.Bg5.c5	A65	0
E.KID.Sml.Cst.Bg5.c5	E81	1
E.KID.Sml.Cst.Bg5.c5.d5	A65	0
E.KID.Sml.Cst.Bg5.c5.d5	E81	1
E.KID.Sml.Cst.Be3	E81	0
E.KID.Sml.Cst.Be3	E82	1
E.KID.Sml.Cst.Be3	E83	2
E.KID.Sml.Cst.Be3	E84	3
E.KID.Sml.Cst.Be3.c5	E81	0
E.KID.Sml.Cst.Be3.Nc6	E83	0
E.KID.Sml.Cst.Be3.b6	E82	0
E.KID.Sml.Cst.Nge2	E81	0
E.KID.Sml.Cst.Nge2.c5	A65	0
E.KID.Avk.Cst	E73	0
E.KID.Avk.Cst.Bg5	E73	0
E.KID.Avk.Cst.Bg5.h6	E73	0
E.KID.Avk.Cst.Bg5.Nbd7	E73	0
E.KID.Avk.Cst.Bg5.Na6	E73	0
E.KID.Avk.Cst.Bg5.Nc6	E73	0
E.Nim.Cls.O-O	E32	0
E.Nim.Cls.O-O	E38	1
E.Nim.Cls.O-O.a3	E32	0
E.Nim.Cls.O-O.e3	E38	0
E.Nim.Cls.O-O.e3.d5	E38	0
E.Nim.Cls.O-O.e3.d5.Nf3	E38	0
E.Nim.Cls.d5	E34	0
E.Nim.Cls.d5	E35	1
E.Nim.Cls.d5	E36	2
E.Nim.Cls.d5.cxd5	E34	0
E.Nim.Cls.d5.cxd5	E35	1
E.Nim.Cls.d5.cxd5.exd5	E35	0
E.Nim.Cls.d5.a3	E36	0
E.Nim.Cls.c5	E38	0
E.Nim.Cls.c5	E39	1
E.Nim.Cls.c5.dxc5	E38	0
E.Nim.Cls.c5.dxc5	E39	1
E.Nim.Cls.c5.dxc5.Bxc3	E38	0
E.Nim.Cls.c5.dxc5.O-O	E39	0
E.Nim.Rub.Res.MLn.O-O	E53	0
E.Nim.Rub.Res.MLn.O-O	E54	1
E.Nim.Rub.Res.MLn.O-O	E55	2
E.Nim.Rub.Res.MLn.O-O	E56	3
E.Nim.Rub.Res.MLn.O-O	E57	4
E.Nim.Rub.Res.MLn.O-O	E58	5
E.Nim.Rub.Res.MLn.O-O	E59	6
E.Nim.Rub.Res.MLn.O-O.Nbd7	E53	0
E.Nim.Rub.Res.MLn.O-O.Nbd7	E55	1
E.Nim.Rub.Res.MLn.O-O.b6	E53	0
E.Nim.Rub.Res.MLn.O-O.dxc4	E54	0
E.Nim.Rub.Res.MLn.O-O.dxc4	E55	1
E.Ind.Cat.Bb4	E11	0
E.Ind.Cat.Bb4.Bd2	E11	0
E.Ind.Cat.Bb4.Bd2.Be7	E11	0
E.Ind.Cat.Bb4.Bd2.Be7.Bg2	E11	0
E.Ind.e6.Nf3.c5	A61	0
E.Ind.e6.Nf3.c5	A70	1
E.Ind.e6.Nf3.c5	A71	2
E.Ind.e6.Nf3.c5.d5	A61	0
E.Ind.e6.Nf3.c5.d5	A70	1
E.Ind.e6.Nf3.c5.d5	A71	2
E.Ind.e6.Nf3.c5.d5.exd5	A61	0
E.Ind.e6.Nf3.c5.d5.exd5	A70	1
E.Ind.e6.Nf3.c5.d5.exd5	A71	2
E.Ben.d5	A56	0
E.Ben.d5	A60	1
E.Ben.d5	A65	2
E.Ben.d5.d6	A56	0
E.Ben.d5.e6	A60	0
E.Ben.d5.e6	A65	1
E.Ben.d5.e6.Nc3	A65	0
E.Ben.d5.e6.Nc3.exd5	A65	0
E.Ben.d5.e6.Nc3.exd5.cxd5	A65	0
E.Ben.d5.Ne4	A56	0
E.Ben.dxc5	A56	0
E.Ben.dxc5.e6	A56	0
E.Ben.Old.Adv.Nf6	A43	0
E.Ben.Old.Adv.Nf6.Nf3	A43	0
E.Ben.Old.Adv.Nf6.Nc3	A43	0
E.Ben.Old.Adv.f5	A43	0
E.Ben.Old.Adv.f5.e4	A43	0
E.Ben.Old.Adv.e5	A44	0
E.Ben.Old.Adv.e5.e4	A44	0
E.Ben.Bnk.e4	A57	0
E.Ben.Bnk.Nf3	A57	0
E.Ben.Bnk.f3	A57	0
E.Ben.Bnk.Nd2	A57	0
E.Ben.Bnk.a4	A57	0
E.Ben.Bnk.g4	A57	0
E.Ben.Bnk.Acc.f3	A57	0
E.Ben.Bnk.Acc.e3	A57	0
E.Ben.Bnk.Acc.b6	A57	0
E.Ben.Bnk.Acc.Nc3	A57	0
E.Ben.Bnk.Acc.Nc3.axb5	A57	0
A.Eng.Rev.Nf3	A20	0
A.Eng.Rev.Nf3.e4	A20	0
A.Eng.Rev.e3	A20	0
A.Eng.Rev.e3.Nf6	A20	0
A.Eng.Rev.e3.Nf6.f4	A20	0
A.Eng.Rev.g3	A20	0
A.Eng.Rev.g3	A29	1
A.Eng.Rev.g3.Nf6	A29	0
A.Eng.Rev.g3.Nf6.Bg2	A29	0
A.Eng.Rev.g3.Nf6.Bg2.d5	A29	0
A.Eng.Rev.Nc3	A21	0
A.Eng.Rev.Nc3	A22	1
A.Eng.Rev.Nc3	A25	2
A.Eng.Rev.Nc3	A27	3
A.Eng.Rev.Nc3.d6	A21	0
A.Eng.Rev.Nc3.d6.Nf3	A21	0
A.Eng.Rev.Nc3.Bb4	A21	0
A.Eng.Rev.Nc3.Nf6	A22	0
A.Eng.Rev.Nc3.Nf6	A23	1
A.Eng.Rev.Nc3.Nf6	A24	2
A.Eng.Rev.Nc3.Nf6.Nf3	A22	0
A.Eng.Rev.Nc3.Nf6.Nf3	A28	1
A.Eng.Rev.Nc3.Nf6.Nf3.e4	A22	0
A.Eng.Rev.Nc3.Nf6.g3	A22	0
A.Eng.Rev.Nc3.Nf6.g3	A23	1
A.Eng.Rev.Nc3.Nf6.g3	A24	2
A.Eng.Rev.Nc3.Nc6	A25	0
A.Eng.Rev.Nc3.Nc6	A27	1
A.Eng.Rev.Nc3.Nc6.g3	A25	0
A.Eng.Rev.Nc3.Nc6.Nf3	A27	0
A.Eng.Rev.Fou.e4	A28	0
A.Eng.Rev.Fou.d3	A28	0
A.Eng.Rev.Fou.a3	A28	0
A.Eng.Rev.Fou.e3	A28	0
A.Eng.Rev.Fou.e3.Bb4	A28	0
A.Eng.Rev.Fou.g3	A29	0
A.Eng.Rev.Fou.g3.Bc5	A29	0
A.Eng.Rev.Fou.g3.Bc5.d3	A29	0
A.Eng.Sym.Nf3	A30	0
A.Eng.Sym.Nf3.Nf6	A30	0
A.Eng.Sym.Nf3.Nf6	A34	1
A.Eng.Sym.Nf3.Nf6.b4	A30	0
A.Eng.Sym.Nf3.Nf6.Nc3	A34	0
A.Eng.Sym.Nf3.Nf6.Nc3.Nc6	A34	0
A.Eng.Sym.b4	A30	0
A.Eng.Sym.Nc3	A34	0
A.Eng.Sym.Nc3	A35	1
A.Eng.Sym.Nc3	A36	2
A.Eng.Sym.Nc3	A37	3
A.Eng.Sym.Nc3.Nf6	A34	0
A.Eng.Sym.Nc3.Nf6	A35	1
A.Eng.Sym.Nc3.Nf6.Nf3	A34	0
A.Eng.Sym.Nc3.Nf6.Nf3	A35	1
A.Eng.Sym.Nc3.Nf6.Nf3.e5	A35	0
A.Eng.Sym.Nc3.Nc6	A35	0
A.Eng.Sym.Nc3.Nc6	A36	1
A.Eng.Sym.Nc3.Nc6	A37	2
A.Eng.Sym.Nc3.Nc6.g3	A36	0
A.Eng.Sym.Nc3.Nc6.g3	A37	1
A.Eng.Sym.Nc3.Nc6.g3.g6	A36	0
A.Eng.Sym.Nc3.Nc6.g3.g6	A37	1
A.Hol.h3	A80	0
A.Hol.h3.Nf6	A80	0
A.Hol.h3.Nf6.g4	A80	0
A.Hol.Nf3	A80	0
A.Hol.Nf3.e5	A80	0
A.Hol.Bf4	A80	0
A.Hol.Bf4.e6	A80	0
A.Hol.Bf4.e6.g4	A80	0
A.Hol.c4	A84	0
A.Hol.c4	A85	1
A.Hol.c4	A86	2
A.Hol.c4	A90	3
A.Hol.c4	A91	4
A.Hol.c4	A92	5
A.Hol.c4	A95	6
A.Hol.c4	A96	7
A.Hol.c4.Nf6	A84	0
A.Hol.c4.Nf6	A85	1
A.Hol.c4.Nf6	A86	2
A.Hol.c4.Nf6	A90	3
A.Hol.c4.Nf6	A91	4
A.Hol.c4.Nf6	A92	5
A.Hol.c4.Nf6	A95	6
A.Hol.c4.Nf6	A96	7
A.Hol.c4.Nf6.Nc3	A84	0
A.Hol.c4.Nf6.Nc3	A85	1
A.Hol.c4.Nf6.g3	A86	0
A.Hol.c4.Nf6.g3	A90	1
A.Hol.c4.Nf6.g3	A91	2
A.Hol.c4.Nf6.g3	A92	3
A.Hol.c4.Nf6.g3	A95	4
A.Hol.c4.Nf6.g3	A96	5
A.Hol.c4.Nf6.g3.g6	A86	0
A.Hol.c4.Nf6.g3.g6	A87	1
A.Hol.c4.Nf6.g3.g6.Bg2	A87	0
A.Hol.c4.Nf6.g3.e6	A90	0
A.Hol.c4.Nf6.g3.e6	A91	1
A.Hol.c4.Nf6.g3.e6	A92	2
A.Hol.c4.Nf6.g3.e6	A95	3
A.Hol.c4.Nf6.g3.e6	A96	4
A.Hol.c4.Nf6.g3.e6.Bg2	A90	0
A.Hol.c4.Nf6.g3.e6.Bg2	A91	1
A.Hol.c4.Nf6.g3.e6.Bg2	A92	2
A.Hol.c4.Nf6.g3.e6.Bg2	A95	3
A.Hol.c4.Nf6.g3.e6.Bg2	A96	4
A.Hol.c4.e6	A84	0
A.Hol.c4.e6.e4	A84	0
A.Hol.c4.g6	A84	0
A.Hol.c4.g6	A86	1
A.Hol.Sta.fxe4	A82	0
A.Hol.Sta.fxe4.Nc3	A82	0
A.Hol.Sta.fxe4.Nc3	A83	1
A.Hol.Sta.fxe4.Nc3.Nf6	A82	0
A.Hol.Sta.fxe4.Nc3.Nf6	A83	1
A.Hol.Sta.fxe4.Nd2	A82	0
A.Pol.e5	A00	0
A.Pol.e5.a3	A00	0
A.Pol.e5.Bb2	A00	0
A.Pol.e5.Bb2.f6	A00	0
A.Pol.e5.Bb2.c5	A00	0
A.Pol.Nf6	A00	0
A.Pol.Nf6.Bb2	A00	0
A.Pol.Nf6.Bb2.g6	A00	0
A.Pol.Nf6.Bb2.g6.e4	A00	0
A.Pol.e6	A00	0
A.Pol.e6.Bb2	A00	0
A.Pol.e6.Bb2.Nf6	A00	0
A.Pol.e6.Bb2.Nf6.b5	A00	0
A.Pol.Nc6	A00	0
A.Pol.Nh6	A00	0
A.Pol.c6	A00	0
A.Pol.b5	A00	0
A.Van.d5	A00	0
A.Van.d5.f4	A00	0
A.Van.d5.f4.d4	A00	0
A.Van.d5.f4.e5	A00	0
A.Van.c5	A00	0
A.Van.c5.b4	A00	0
A.Van.c5.Nf3	A00	0
A.Van.c5.Nf3.Nc6	A00	0
A.Van.d6	A00	0
A.Van.d6.f4	A00	0
A.Van.f5	A00	0
A.Van.f5.e4	A00	0
A.Van.g6	A00	0
A.Van.g6.h4	A00	0
A.Van.b5	A00	0
A.Hng.d5	A00	0
A.Hng.d5.Bg2	A00	0
A.Hng.d5.Bg2.e5	A00	0
A.Hng.d5.Bg2.e5.b4	A00	0
A.Hng.Nf6	A00	0
A.Hng.e5	A00	0
A.Hng.e5.a3	A00	0
A.Hng.e5.a3.d5	A00	0
A.Hng.f5	A00	0
A.Hng.f5.e4	A00	0
A.Hng.h5	A00	0
A.Hng.h5.Nf3	A00	0
A.Hng.g5	A00	0
A.Hng.Nc6	A00	0
A.Hng.Nc6.Nc3	A00	0
A.Hng.Nc6.Nc3.d5	A00	0
A.Lar.d5	A01	0
A.Lar.d5.Ba3	A01	0
A.Lar.e5	A01	0
A.Lar.c5	A01	0
A.Lar.Nf6	A01	0
A.Lar.Nf6.Bb2	A01	0
A.Lar.Nf6.Bb2.g6	A01	0
A.Lar.f5	A01	0
A.Lar.f5.Bb2	A01	0
A.Lar.b5	A01	0
A.Lar.b6	A01	0
A.Egl.Nf3	A40	0
A.Egl.Nf3.e4	A40	0
A.Egl.Nf3.e4.Ng1	A40	0
A.Egl.Nf3.e4.Ne5	A40	0
A.Egl.e3	A40	0
A.Egl.dxe5	A40	0
A.Egl.dxe5.Nc6	A40	0
A.Egl.dxe5.Nc6.Nf3	A40	0
A.Egl.dxe5.Qh4	A40	0
A.Egl.dxe5.f6	A40	0
A.QPO.Nf6.Nf3.Ne4	A46	0
A.QPO.Nf6.Nf3.c6	A46	0
A.QPO.Nf6.Nf3.a6	A46	0
A.QPO.Nf6.Nf3.b5	A46	0
A.QPO.Nf6.Nf3.c5	A46	0
A.QPO.Nf6.Nf3.d6	A46	0
A.QPO.Nf6.Nf3.e6	A46	0
A.QPO.Nf6.Nf3.e6	E14	1
A.QPO.Nf6.Nf3.e6.Bf4	A46	0
A.QPO.Nf6.Nf3.e6.e3	A46	0
A.QPO.Nf6.Nf3.e6.e3	E14	1
A.QPO.Nf6.Nf3.e6.e3.b6	E14	0
A.EID.Bf4	A48	0
A.EID.Bf4.Bg7	A48	0
A.EID.Bf4.Bg7.e3	A48	0
A.EID.Bf4.Bg7.e3.d6	A48	0
A.EID.Bg5	A48	0
A.EID.Bg5.Bg7	A48	0
