ocn1	match_kind	matched_plies	total_plies	lichess_eco	lichess_name
D.Chi.MLn.e3.Nf6.Nc3	prefix	6	9	D07	Queen's Gambit Declined: Chigorin Defense, Main Line
D.Chi.Exc.MLn.e3.Qd8.Nf3	prefix	6	11	D07	Queen's Gambit Declined: Chigorin Defense, Exchange Variation
D.Tar.Cls.MLn.Re8.Re1	prefix	16	19	D34	Tarrasch Defense: Classical Variation
D.Tar.Prg.MLn.Nxd4.Qb6	prefix	12	16	D33	Tarrasch Defense: Prague Variation
D.STa.Exc.MLn.Nxc3.Qb3	prefix	6	13	D35	Queen's Gambit Declined: Normal Defense
D.STa.Pil.MLn.Nxd4.a6	prefix	9	12	D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation
D.QGA.Old.MLn.exd4.Be7	prefix	5	10	D20	Queen's Gambit Accepted: Old Variation
D.QGA.Ale.MLn.Bb3.e6	prefix	6	12	D20	Queen's Gambit Accepted: Central Variation, Alekhine System
D.Cat.Ope.Qa4.MLn.c5.dxc5	prefix	4	13	D30	Queen's Gambit Declined
D.Bgm.Acc.Ryd.MLn.Be3.Qd6	prefix	9	12	D00	Blackmar-Diemer Gambit Accepted: Ryder Gambit
E.QID.Nim.Tim.MLn.Nc3.d5	prefix	9	12	E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Timman's Line
E.Bog.Ret.Fch.MLn.O-O.Nc3	prefix	8	15	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.QID.MLn.e3.Be7.Be2	prefix	4	11	A50	Queen's Indian Accelerated
E.KID.Cls.Mar.MLn.Nd3.c5	prefix	17	20	E98	King's Indian Defense: Orthodox Variation, Classical System
E.KID.Fch.Pan.MLn.b3.Re8	prefix	5	18	E61	King's Indian Defense
E.KID.Fou.MLn.Cap.fxe6.Be3	prefix	13	17	E76	King's Indian Defense: Four Pawns Attack, Dynamic Attack
E.Gru.Exc.Cla.MLn.O-O.Qc2	prefix	14	17	D85	Grünfeld Defense: Exchange Variation, Modern Exchange Variation
E.Gru.Rus.Hng.Be2.Nc6.h3	prefix	14	17	D97	Grünfeld Defense: Russian Variation, Hungarian Variation
E.QID.Mod.Fch.MLn.d5.Ne5	prefix	14	15	E18	Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line
E.Nim.Rub.Tai.MLn.Qc2.c5	prefix	8	18	E40	Nimzo-Indian Defense: Rubinstein System, Taimanov Variation
A.Ama.Par.MLn.Nf6.d4	prefix	5	9	A00	Amar Opening: Paris Gambit
A.Sod.Dur.MLn.Nc6.g3	prefix	1	7	A00	Sodium Attack
A.Owe.Fch.MLn.Ne2.a6	prefix	2	10	A40	English Defense
A.VtK.FrD.MLn.Bd6.Bd3	prefix	1	9	A00	Van't Kruijs Opening
A.VtK.Sic.MLn.Nf6.Bg5	prefix	1	9	A00	Van't Kruijs Opening
A.Hor.Ker.MLn.a3.Bd6	prefix	2	10	A40	Horwitz Defense
A.Hor.Fch.MLn.Nf3.Be7	prefix	2	8	A40	Horwitz Defense
A.And.Pol.MLn.e5.Bb2	prefix	3	7	A00	Anderssen's Opening: Polish Gambit
A.Clm.Spk.MLn.d5.Bg2	prefix	3	7	A00	Clemenz Opening: Spike Lee Gambit
A.Ret.KIA.MLn.e4.c5.Nc6	prefix	3	16	A07	King's Indian Attack
B.Nim.Ken.MLn.Nf3.d6	prefix	5	8	B00	Nimzowitsch Defense: Kennedy Variation, Linksspringer Variation
B.Nim.ScD.MLn.Nf3.e6	prefix	5	8	B00	Nimzowitsch Defense: Scandinavian Variation, Advance Variation
B.Nim.Col.MLn.d4.Bxf5	prefix	5	8	B00	Nimzowitsch Defense: Colorado Countergambit Accepted
B.Mod.Tig.MLn.e5.Nd7	prefix	7	12	B06	Modern Defense: Pseudo-Austrian Attack
B.Mod.Pte.MLn.Bc3.cxd4	prefix	4	12	B06	Modern Defense
B.OwM.Mat.MLn.c3.Nf6	prefix	2	10	B00	Owen Defense
B.OwM.Eng.MLn.Bd3.Nf6	prefix	2	10	B00	Owen Defense
B.Sca.Mod.Mie.MLn.Bc4.Bg4	prefix	8	12	B01	Scandinavian Defense: Main Line, Mieses Variation
B.Ale.Mod.KID.MLn.cxd6.Bg7	prefix	8	14	B04	Alekhine Defense: Modern Variation, Alburt Variation
B.Pir.150.Arg.MLn.Lng.a5	prefix	9	12	B07	Pirc Defense: 150 Attack
C.KPO.Kgt.MLn.a3.Nf6	prefix	4	6	C44	King's Knight Opening: Normal Variation
C.KPO.Nap.MLn.Nf6.Nc3	prefix	3	7	C20	King's Pawn Game: Napoleon Attack
C.KPO.Prt.MLn.c6.Ba4	prefix	3	7	C20	Portuguese Opening
C.Fou.Glk.MLn.Bg2.dxe4	prefix	7	10	C47	Four Knights Game: Glek System
C.Fou.Sco.Bel.MLn.Nxd4.Bc5	prefix	9	12	C47	Four Knights Game: Scotch Variation, Belgrade Gambit
C.Fou.Spa.Rub.MLn.b5.Bb3	prefix	8	11	C48	Four Knights Game: Spanish Variation, Rubinstein Variation
C.Sco.Gor.Nc3.MLn.Bd3.Nf6	prefix	10	12	C44	Scotch Game: Göring Gambit, Main Line
C.Sco.Gbt.Max.MLn.c3.Nf6	prefix	8	12	C44	Scotch Game: Haxo Gambit
C.KGm.Dec.Cls.MLn.d4.exd4	prefix	7	10	C30	King's Gambit Declined: Classical Variation
C.KGm.Acc.Muz.Coc.exd5	prefix	10	11	C37	King's Gambit Accepted: Muzio Gambit, Brentano Defense
D.Chi.MLn.e3.Nf6.Be2	prefix	6	9	D07	Queen's Gambit Declined: Chigorin Defense, Main Line
D.Chi.Exc.MLn.e3.Qd8	prefix	6	10	D07	Queen's Gambit Declined: Chigorin Defense, Exchange Variation
D.Tar.Cls.MLn.Re8.Be3	prefix	16	19	D34	Tarrasch Defense: Classical Variation
D.Tar.Prg.MLn.Nxd4.Be6	prefix	12	16	D33	Tarrasch Defense: Prague Variation
D.STa.Exc.MLn.Nxc3.bxc3	prefix	6	13	D35	Queen's Gambit Declined: Normal Defense
D.STa.Pil.MLn.Nxd4.Be7	prefix	9	12	D40	Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation
D.QGA.Old.MLn.exd4.Nf6	prefix	5	10	D20	Queen's Gambit Accepted: Old Variation
D.QGA.Ale.MLn.Bb3.Nc6	prefix	6	12	D20	Queen's Gambit Accepted: Central Variation, Alekhine System
D.Cat.Ope.Qa4.MLn.c5.O-O	prefix	4	15	D30	Queen's Gambit Declined
D.Bgm.Acc.Ryd.MLn.Be3.Nc6	prefix	9	12	D00	Blackmar-Diemer Gambit Accepted: Ryder Gambit
E.QID.Nim.Tim.MLn.Nc3.O-O	prefix	9	12	E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Timman's Line
E.Bog.Ret.Fch.MLn.O-O.d5	prefix	8	14	E11	Bogo-Indian Defense: Retreat Variation
E.Ind.QID.MLn.e3.Be7.Bd3	prefix	4	11	A50	Queen's Indian Accelerated
E.KID.Cls.Mar.MLn.Nd3.h6	prefix	17	20	E98	King's Indian Defense: Orthodox Variation, Classical System
E.KID.Cls.Pet.MLn.c5.c6	prefix	14	16	E92	King's Indian Defense: Petrosian Variation, Stein Defense
E.KID.Fch.Pan.MLn.b3.b5	prefix	5	18	E61	King's Indian Defense
E.KID.Fou.MLn.Cap.fxe6.Be2	prefix	13	17	E76	King's Indian Defense: Four Pawns Attack, Dynamic Attack
E.Gru.Exc.Cla.MLn.O-O.e5	prefix	14	17	D85	Grünfeld Defense: Exchange Variation, Modern Exchange Variation
E.Gru.Rus.Hng.Be2.Nc6.O-O	prefix	14	17	D97	Grünfeld Defense: Russian Variation, Hungarian Variation
E.QID.Mod.Fch.MLn.d5.cxd5	prefix	14	15	E18	Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line
E.Ben.Mod.Cls.MLn.Re1	prefix	17	19	A73	Benoni Defense: Classical Variation, Main Line
E.Ben.Mod.Cls.MLn.h3	prefix	17	19	A73	Benoni Defense: Classical Variation, Main Line
E.Ben.Mod.Fch.MLn.O-O	prefix	6	17	A60	Benoni Defense: Modern Variation
E.Ben.Mod.Fch.MLn.h3	prefix	6	17	A60	Benoni Defense: Modern Variation
E.Ben.Mod.Fou.MLn.Be3	prefix	16	17	A68	Benoni Defense: Four Pawns Attack
E.Ben.Mod.Fou.MLn.Bd3	prefix	16	17	A68	Benoni Defense: Four Pawns Attack
A.Eng.Sym.Hdg.MLn.b3	prefix	3	17	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Hdg.MLn.Qa4	prefix	3	17	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Rub.MLn.Be2	prefix	3	15	A30	English Opening: Symmetrical Variation
A.Eng.Rev.Fou.MLn.Bg2	prefix	7	11	A29	English Opening: King's English Variation, Four Knights Variation, Fianchetto Line
B.Sic.Cls.Rch.MLn.Kb1	prefix	14	17	B63	Sicilian Defense: Richter-Rauzer Variation, Classical Variation
B.Sic.Cls.Bol.MLn.Be3	prefix	12	17	B58	Sicilian Defense: Boleslavsky Variation
B.Fre.Tar.Cls.MLn.Ngf3	prefix	6	9	C05	French Defense: Tarrasch Variation, Closed Variation
B.Sic.Clo.Fch.MLn.Nge2	prefix	10	11	B25	Sicilian Defense: Closed
B.Sic.Naj.Eng.MLn.f3	prefix	11	15	B90	Sicilian Defense: Najdorf Variation, English Attack
B.Sic.Naj.Pol.MLn.Qf3	prefix	14	17	B96	Sicilian Defense: Najdorf Variation, Polugaevsky Variation
B.Sic.Dra.Yug.Sol.MLn.Bb3	prefix	20	23	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line
B.Sic.Dra.Cls.Nrm.MLn.Qd2	prefix	11	21	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.Acc.Mar.MLn.Be3	prefix	9	17	B36	Sicilian Defense: Accelerated Dragon, Maróczy Bind
B.Fre.Win.Psn.MLn.Nf3	prefix	14	15	C18	French Defense: Winawer Variation, Poisoned Pawn Variation
C.RyL.Mor.Opn.Rig.MLn.Re1	prefix	12	15	C80	Ruy Lopez: Open, Riga Variation
C.RyL.Exc.Alk.MLn.Nc3	prefix	14	17	C68	Ruy Lopez: Exchange Variation, Alekhine Variation
C.Ita.Giu.Cls.MLn.Nc3	prefix	11	17	C54	Italian Game: Classical Variation, Greco Gambit, Traditional Line
C.Ita.Evn.Dec.MLn.O-O	prefix	8	12	C51	Italian Game: Evans Gambit Declined
C.Ita.Pia.Nf6.MLn.Re1	prefix	7	13	C50	Italian Game: Giuoco Pianissimo
C.Pet.Mod.Stn.MLn.Re1	prefix	6	13	C43	Petrov's Defense: Modern Attack
C.Sco.Mie.Pot.MLn.Kb1	prefix	8	17	C45	Scotch Game: Schmidt Variation
C.Cen.Dsh.Acc.MLn.Nxc3	prefix	10	11	C21	Danish Gambit Accepted: Classical Defense
C.Bsh.Urs.Kei.MLn.Re1	prefix	7	11	C43	Bishop's Opening: Urusov Gambit
C.Vie.Gbt.Fal.MLn.Nf3	prefix	6	9	C29	Vienna Game: Vienna Gambit, Main Line
D.QGD.Ort.Rub.MLn.Re1	prefix	8	17	D53	Queen's Gambit Declined
D.QGD.Ort.Cap.MLn.O-O	prefix	8	19	D53	Queen's Gambit Declined
D.QGD.Tar.Mak.MLn.Re1	prefix	8	19	D53	Queen's Gambit Declined
D.QGD.Lsk.Te7.MLn.O-O	prefix	8	19	D53	Queen's Gambit Declined
D.Sla.Exc.MLn.e3.Nf3	prefix	5	13	D10	Slav Defense: Exchange Variation
D.Sem.Mer.Rab.MLn.O-O	prefix	8	19	D43	Semi-Slav Defense
D.Sem.Bg5.AMo.MLn.Be2	prefix	11	19	D43	Semi-Slav Defense: Anti-Moscow Gambit
D.QGA.Cls.Rub.MLn.Qe2	prefix	13	15	D27	Queen's Gambit Accepted: Classical Defense, Rubinstein Variation
D.Cat.Ope.Yug.MLn.Qxc4	prefix	4	15	D30	Queen's Gambit Declined
D.QPG.Zuk.Col.MLn.O-O	prefix	7	11	D05	Queen's Pawn Game: Colle System
E.Nim.Rub.Hub.MLn.O-O	prefix	14	15	E41	Nimzo-Indian Defense: Rubinstein System, Hübner Variation
E.Nim.Sml.Bot.MLn.Bd3	prefix	7	15	E20	Nimzo-Indian Defense: Kmoch Variation
E.KID.Sml.Ort.MLn.Qd2	prefix	14	15	E86	King's Indian Defense: Sämisch Variation
E.KID.Sml.Ort.d5.Nge2	prefix	13	15	E87	King's Indian Defense: Sämisch Variation, Closed Variation
E.KID.Fch.Yug.MLn.d5	exact	15	15	E66	King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line
E.KID.Cls.Mar.MLn.f3	prefix	17	19	E98	King's Indian Defense: Orthodox Variation, Classical System
E.KID.Cls.Pet.MLn.Ne1	prefix	14	17	E92	King's Indian Defense: Petrosian Variation, Stein Defense
E.KID.Fch.Pan.MLn.e4	prefix	5	17	E61	King's Indian Defense
E.QID.Pet.Kas.MLn.Nc3	prefix	7	13	E12	Queen's Indian Defense: Petrosian Variation
E.Bud.Adl.MLn.e3.Be2	prefix	7	15	A52	Indian Defense: Budapest Defense, Adler Variation
E.Ben.Mod.Cls.MLn.Re1.Nbd7	prefix	17	20	A73	Benoni Defense: Classical Variation, Main Line
E.Ben.Mod.Cls.MLn.h3.Re8	prefix	17	20	A73	Benoni Defense: Classical Variation, Main Line
E.Ben.Mod.Fch.MLn.O-O.Nbd7	prefix	6	18	A60	Benoni Defense: Modern Variation
E.Ben.Mod.Fch.MLn.h3.Re8	prefix	6	18	A60	Benoni Defense: Modern Variation
E.Ben.Mod.Fou.MLn.Be3.Re8	prefix	16	18	A68	Benoni Defense: Four Pawns Attack
E.Ben.Mod.Fou.MLn.Bd3.Na6	prefix	16	18	A68	Benoni Defense: Four Pawns Attack
A.Eng.Sym.Hdg.MLn.b3.O-O	prefix	3	18	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Hdg.MLn.Qa4.O-O	prefix	3	20	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Rub.MLn.Be2.O-O	prefix	3	16	A30	English Opening: Symmetrical Variation
A.Eng.Rev.Fou.MLn.Bg2.Nb6	exact	12	12	A29	English Opening: King's English Variation, Four Knights Variation, Fianchetto Line, with Nb6
B.Sic.Cls.Rch.MLn.Kb1.Bd7	prefix	14	18	B63	Sicilian Defense: Richter-Rauzer Variation, Classical Variation
B.Sic.Cls.Bol.MLn.Be3.Be6	prefix	12	18	B58	Sicilian Defense: Boleslavsky Variation
B.Fre.Tar.Cls.MLn.Ngf3.c5	prefix	6	10	C05	French Defense: Tarrasch Variation, Closed Variation
B.Sic.Clo.Fch.MLn.Nge2.e6	prefix	10	12	B25	Sicilian Defense: Closed
B.Sic.Naj.Eng.MLn.f3.Nbd7	prefix	11	16	B90	Sicilian Defense: Najdorf Variation, English Attack
B.Sic.Naj.Pol.MLn.Qf3.Bb7	prefix	14	18	B96	Sicilian Defense: Najdorf Variation, Polugaevsky Variation
B.Sic.Dra.Yug.Sol.MLn.h4	prefix	20	25	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line
B.Sic.Dra.Cls.Nrm.MLn.h4	prefix	11	23	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.Acc.Mar.MLn.Be3.Be6	prefix	9	18	B36	Sicilian Defense: Accelerated Dragon, Maróczy Bind
B.Fre.Win.Psn.MLn.Nf3.Nbc6	prefix	14	16	C18	French Defense: Winawer Variation, Poisoned Pawn Variation
C.RyL.Mor.Opn.Rig.MLn.c3	prefix	12	15	C80	Ruy Lopez: Open, Riga Variation
C.Ita.Evn.Dec.MLn.O-O.d6	prefix	8	13	C51	Italian Game: Evans Gambit Declined
C.Ita.Pia.Nf6.MLn.Re1.a6	prefix	7	14	C50	Italian Game: Giuoco Pianissimo
C.Pet.Mod.Stn.MLn.Re1.Be7	prefix	6	14	C43	Petrov's Defense: Modern Attack
C.Sco.Mie.Pot.MLn.Kb1.Re8	prefix	8	18	C45	Scotch Game: Schmidt Variation
C.Cen.Dsh.Acc.MLn.Nxc3.Nf6	prefix	6	12	C21	Danish Gambit Accepted
C.Bsh.Urs.Kei.MLn.Re1.Be7	prefix	7	12	C43	Bishop's Opening: Urusov Gambit
C.Vie.Gbt.Fal.MLn.Nf3.Be7	exact	10	10	C29	Vienna Game: Vienna Gambit, Breyer Variation
D.QGD.Ort.Rub.MLn.Re1.cxd4	prefix	8	18	D53	Queen's Gambit Declined
D.QGD.Ort.Cap.MLn.O-O.b5	prefix	8	20	D53	Queen's Gambit Declined
D.QGD.Tar.Mak.MLn.Re1.Nbd7	prefix	8	20	D53	Queen's Gambit Declined
D.QGD.Lsk.Te7.MLn.O-O.Bg4	prefix	8	20	D53	Queen's Gambit Declined
D.Sla.Exc.MLn.e3.Nf3.e6	prefix	5	14	D10	Slav Defense: Exchange Variation
D.Sem.Mer.Rab.MLn.O-O.c5	prefix	8	20	D43	Semi-Slav Defense
D.Sem.Bg5.AMo.MLn.Be2.Nbd7	prefix	11	20	D43	Semi-Slav Defense: Anti-Moscow Gambit
D.QGA.Cls.Rub.MLn.Qe2.Be7	prefix	13	16	D27	Queen's Gambit Accepted: Classical Defense, Rubinstein Variation
D.Cat.Ope.Yug.MLn.Qxc4.b5	prefix	4	16	D30	Queen's Gambit Declined
D.QPG.Zuk.Col.MLn.O-O.Bd6	prefix	7	12	D05	Queen's Pawn Game: Colle System
E.Nim.Rub.Hub.MLn.O-O.O-O	exact	16	16	E41	Nimzo-Indian Defense: Rubinstein System, Hübner Variation
E.Nim.Sml.Bot.MLn.Bd3.Nc6	prefix	7	16	E20	Nimzo-Indian Defense: Kmoch Variation
E.KID.Sml.Ort.MLn.Qd2.exd4	prefix	14	16	E86	King's Indian Defense: Sämisch Variation
E.KID.Sml.Ort.d5.Nge2.a5	prefix	13	16	E87	King's Indian Defense: Sämisch Variation, Closed Variation
E.KID.Fch.Yug.MLn.d5.Ne5	prefix	15	16	E66	King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Advance Line
E.KID.Cls.Mar.MLn.f3.f5	exact	20	20	E99	King's Indian Defense: Orthodox Variation, Classical System, Traditional Line
E.KID.Fch.Pan.MLn.e4.e5	prefix	5	18	E61	King's Indian Defense
E.Bud.Adl.MLn.e3.Be2.Re8	prefix	7	16	A52	Indian Defense: Budapest Defense, Adler Variation
B.Sic.Sve.Nd5.Qa5.Bd2	prefix	17	19	B33	Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation
C.Ita.Two.Ng5.Trx.Bxf7	exact	9	9	C57	Italian Game: Two Knights Defense, Traxler Counterattack, Bishop Sacrifice Line
C.Ita.Two.Ng5.Feg.Kxf7	prefix	11	12	C57	Italian Game: Two Knights Defense, Fried Liver Attack
C.Ita.Two.Ng5.Ulv.Bxb5	prefix	10	11	C57	Italian Game: Two Knights Defense, Ulvestad Variation
C.Ita.Two.Ng5.Pol.Bb5	exact	11	11	C58	Italian Game: Two Knights Defense, Polerio Defense, Bishop Check Line
D.Cat.Ope.Qa4.Ale.Be7	prefix	4	14	D30	Queen's Gambit Declined
C.RyL.Mor.Opn.Dil.Rxf2	prefix	22	23	C82	Ruy Lopez: Open, Dilworth Variation
C.RyL.Mor.Opn.Hwl.Nc5	prefix	17	18	C81	Ruy Lopez: Open, Howell Attack
C.RyL.Mor.StD.Sie.exf5	prefix	10	11	C74	Ruy Lopez: Morphy Defense, Modern Steinitz Defense, Siesta Variation
C.Ita.Two.Ng5.Frt.c3	prefix	10	11	C57	Italian Game: Two Knights Defense, Fritz Variation
C.Ita.Two.Ng5.Lol.exd4	prefix	11	12	C57	Italian Game: Two Knights Defense, Lolli Attack
C.Ita.Evn.Acc.Stn.O-O	exact	11	11	C52	Italian Game: Evans Gambit, Slow Variation
C.RyL.Mor.Ark.Ctr.Nxe4	prefix	12	14	C78	Ruy Lopez: Morphy Defense, Arkhangelsk Variation
B.Sic.Dra.Yug.Chn.Bb3	prefix	20	21	B78	Sicilian Defense: Dragon Variation, Yugoslav Attack, Old Line
C.RyL.Mor.Ark.Qe2.d6	prefix	12	14	C78	Ruy Lopez: Morphy Defense, Arkhangelsk Variation
C.RyL.Mor.NeA.Ctr.d6	prefix	10	12	C78	Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation
C.Ita.Evn.Acc.Mor.d6	prefix	12	14	C52	Italian Game: Evans Gambit, Pierce Defense
C.Ita.Two.Ng5.Nxd.d3	prefix	8	11	C57	Italian Game: Two Knights Defense, Knight Attack, Normal Variation
D.Cat.Cls.Qc2.Btr.Bb7	prefix	4	18	D30	Queen's Gambit Declined
D.Cat.Ope.Bb4.Mod.O-O	prefix	4	14	D30	Queen's Gambit Declined
E.Nim.Cls.Zur.Mil.e3	prefix	10	11	E33	Nimzo-Indian Defense: Classical Variation, Milner-Barry Variation
E.KID.Cls.Byn.Nd2.a5	prefix	17	20	E97	King's Indian Defense: Orthodox Variation, Bayonet Attack
B.Sic.Cls.Rch.Lip.Bd7	prefix	17	18	B64	Sicilian Defense: Richter-Rauzer Variation, Classical Variation
B.Sic.Cls.Rch.Psn.O-O-O	prefix	14	15	B63	Sicilian Defense: Richter-Rauzer Variation, Ivanov Variation
B.Sic.Cls.Rch.Drg.O-O-O	prefix	11	15	B60	Sicilian Defense: Richter-Rauzer Variation
B.Sic.Cls.Rch.Bc4.Be7	prefix	12	14	B62	Sicilian Defense: Richter-Rauzer Variation
B.Sic.Cls.Soz.Vel.O-O	prefix	11	16	B57	Sicilian Defense: Classical Variation, Sozin Attack
B.Sic.Cls.Soz.Fis.O-O	prefix	11	18	B57	Sicilian Defense: Classical Variation, Sozin Attack
B.Sic.Dra.Cls.Ams.Be6	prefix	11	18	B70	Sicilian Defense: Dragon Variation, Classical Variation
E.Ben.Mod.Cls.Nd2.Re8	prefix	16	18	A72	Benoni Defense: Classical Variation
E.Ben.Mod.Cls.Bg5.h6	prefix	16	18	A72	Benoni Defense: Classical Variation
E.Ben.Mod.Cls.Rb1.a6	prefix	16	18	A72	Benoni Defense: Classical Variation
E.Ben.Mod.Cls.h3.Na6	prefix	16	18	A72	Benoni Defense: Classical Variation
E.Ben.Mod.Fch.Nd2.Re8	prefix	6	18	A60	Benoni Defense: Modern Variation
E.Ben.Mod.Fch.Bf4.Re8	prefix	6	18	A60	Benoni Defense: Modern Variation
E.KID.Sml.Ort.Exc.dxe5	prefix	12	14	E85	King's Indian Defense: Sämisch Variation, Orthodox Variation
E.KID.Fch.Yug.Exc.Nc6	prefix	13	16	E65	King's Indian Defense: Fianchetto Variation, Yugoslav Variation
A.Hol.Cls.IZh.Win.Ne4	prefix	15	16	A97	Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Winter Variation
A.Hol.Cls.IZh.Ala.Ne4	prefix	15	16	A98	Dutch Defense: Classical Variation, Ilyin-Zhenevsky Variation, Alatortsev-Lisitsyn Line
B.Fre.Tar.Cls.Be7.Ngf3	prefix	6	11	C05	French Defense: Tarrasch Variation, Closed Variation
B.Fre.Tar.Cls.c5.c3	prefix	9	11	C05	French Defense: Tarrasch Variation, Pawn Center Variation
B.Fre.Tar.Cls.Kor.O-O	prefix	12	15	C05	French Defense: Tarrasch Variation, Closed Variation
B.Sic.Clo.Fch.Bot.Nf6	prefix	11	12	B25	Sicilian Defense: Closed
B.Sic.Clo.Fch.Eng.Nf6	prefix	11	12	B26	Sicilian Defense: Closed
C.KGm.Acc.Kie.Lon.Nxg4	prefix	10	11	C39	King's Gambit Accepted: Kieseritzky Gambit, Kolisch Defense
C.KGm.Acc.Bsh.Ble.Nf3	prefix	8	9	C33	King's Gambit Accepted: Bishop's Gambit, Lopez Variation
E.Nim.Rub.Hub.Rau.O-O	prefix	14	16	E41	Nimzo-Indian Defense: Rubinstein System, Hübner Variation
E.KID.Avk.Fle.MLn.Nf3	prefix	12	15	E73	King's Indian Defense: Averbakh Variation, Flexible Defense
C.KGm.Dec.Fal.MLn.d3	exact	7	7	C31	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit
C.KGm.Acc.All.MLn.Nxf7	exact	11	11	C39	King's Gambit Accepted: Kieseritzky Gambit, Cotter Gambit
B.Sic.Sve.Nd5.Be7.Bxf6.g3	prefix	17	21	B33	Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation
B.Sic.Sve.Bxf6.Nd5.Bg7.c3	prefix	20	21	B33	Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation
B.Sic.Sve.Bxf6.Nd5.f5.c3	prefix	20	21	B33	Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation
A.Eng.Rev.Bot.MLn.Nd5	prefix	8	15	A25	English Opening: King's English Variation, Taimanov Variation
B.Sic.Sch.Eng.MLn.Qd2	prefix	8	15	B54	Sicilian Defense: Modern Variations, Main Line
B.Sic.Kan.Tal.MLn.O-O	prefix	9	14	B41	Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation
B.Sic.Ros.Nim.MLn.d4	prefix	5	11	B30	Sicilian Defense: Nyezhmetdinov-Rossolimo Attack
B.CaK.Adv.Sht.MLn.c3	prefix	7	13	B12	Caro-Kann Defense: Advance Variation, Short Variation
C.RyL.Ber.Wal.End.MLn.Re1	prefix	16	19	C67	Ruy Lopez: Berlin Defense, l'Hermet Variation, Berlin Wall Defense
D.Sla.Che.MLn.a4.axb5	prefix	8	13	D15	Slav Defense: Chebanenko Variation
D.QGD.Ort.Hne.Cap.O-O	prefix	8	21	D53	Queen's Gambit Declined
D.QGD.Tar.MLn.Bd3.O-O	prefix	8	17	D53	Queen's Gambit Declined
D.Sla.Cls.MLn.e4.Qe2	prefix	11	17	D18	Slav Defense: Czech Variation, Classical System
D.Sla.Qui.MLn.Bd3.O-O	prefix	10	13	D12	Slav Defense: Quiet Variation, Schallopp Defense
D.Sem.Bg5.Bot.Ekf.MLn.hxg5	prefix	11	21	D44	Semi-Slav Defense: Botvinnik Variation
D.Sem.Mer.Lun.MLn.O-O	prefix	8	19	D43	Semi-Slav Defense
D.QGA.Cen.Mod.MLn.Be3	prefix	6	9	D20	Queen's Gambit Accepted: Central Variation, Modern Defense
D.Cat.Cls.Kor.MLn.Bf4	prefix	4	17	D30	Queen's Gambit Declined
E.Bog.Nim.MLn.Be2.O-O	prefix	8	15	E11	Bogo-Indian Defense: Nimzowitsch Variation
E.OldI.Cls.MLn.Re1.Be3	prefix	7	15	A54	Old Indian Defense: Two Knights Variation
E.Blf.Dec.MLn.e3.Be2	prefix	9	13	E10	Blumenfeld Countergambit: Duz-Khotimirsky Variation
E.QID.Pet.Kas.MLn.e4.O-O	prefix	7	16	E12	Queen's Indian Defense: Petrosian Variation
E.KID.Mak.MLn.Be2.Re8	prefix	9	14	E71	King's Indian Defense: Makogonov Variation
E.Gru.Brn.MLn.Be2.Nc6	prefix	10	14	D83	Grünfeld Defense: Brinckmann Attack, Grünfeld Gambit
E.Nim.Rom.MLn.Nf3.dxc4	prefix	7	12	E20	Nimzo-Indian Defense: Romanishin Variation
E.Ind.Tgo.MLn.Nc3.exd4	prefix	4	8	A50	Mexican Defense
D.Chi.MLn.e3.Nf6.Nc3.e6	prefix	6	10	D07	Queen's Gambit Declined: Chigorin Defense, Main Line
D.Tar.Cls.MLn.Re8.Re1.Bf8	prefix	16	20	D34	Tarrasch Defense: Classical Variation
D.Tar.Prg.MLn.Nxd4.Qb6.Be3	prefix	12	17	D33	Tarrasch Defense: Prague Variation
D.STa.Exc.MLn.Nxc3.Qb3.cxd4	prefix	6	14	D35	Queen's Gambit Declined: Normal Defense
