ocn1	canonical_name	name_basis	basis_rule
C.Sco.Cls.Sch.Nc2	Scotch Classical Schmidt, Meitner	review	review
C.Sco.Cls.Sch.Bb5	Scotch Classical Schmidt, Paulsen	review	review
C.Sco.Cls.Sch.Bb5.Nd8	Scotch Classical Paulsen, Gunsberg	review	review
C.RyL.Shl.Jae.fxe4	Ruy López Schliemann Jaenisch, fxe4	review	review
C.RyL.Shl.Jae.fxe4.Nxe4	Ruy López Schliemann Jaenisch, Nxe4	review	review
C.RyL.Shl.Jae.fxe4.Nxe4.d5	Ruy López Schliemann Jaenisch, d5	review	review
C.RyL.Shl.Jae.fxe4.Nxe4.Be7	Ruy López Schliemann Jaenisch, Kostić	review	review
C.RyL.Shl.Jae.fxe4.Nxe4.Nf6	Ruy López Schliemann Jaenisch, Tartakower	review	review
C.RyL.Mor.Ba4.Nd4	Ruy López Morphy Ba4, Bird Deferred	review	review
C.RyL.Mor.Ba4.Bb4	Ruy López Morphy Ba4, Alapin Deferred	review	review
C.RyL.Mor.Ba4.Nge7	Ruy López Morphy Ba4, Cozio Deferred	review	review
C.RyL.Mor.Ba4.f5	Ruy López Morphy Ba4, Schliemann Deferred	review	review
C.RyL.Mor.Ba4.f5.exf5	Ruy López Morphy Schliemann Deferred, exf5	review	review
D.QPG.Ver.Ne4	Veresov, Boyce Defence	review	review
D.QPG.Ver.Nbd7	Veresov, Two Knights System	review	review
D.QPG.Ver.Nbd7.Nf3	Veresov Two Knights, Nf3	review	review
D.QPG.Ver.Nbd7.Nf3.g6	Veresov Two Knights, Grünfeld Defence	review	review
D.QPG.Ver.c5	Veresov, c5	review	review
D.QPG.Ver.c5.Bxf6	Veresov c5, Bxf6	review	review
D.QPG.Ver.c5.Bxf6.gxf6	Veresov, Malich Gambit Prefix	review	review
D.QGA.Cen.Nf6	QGA Central, Alekhine System	review	review
D.QGA.Cen.c5	QGA Central, Rubinstein Defence	review	review
D.QGA.Cen.c5.d5	QGA Central Rubinstein, d5	review	review
D.QGA.Cen.c5.d5.b5	QGA Central Rubinstein, Yefimov	review	review
D.QGA.Cen.f5	QGA Central, Schwartz Defence	review	review
D.QGA.Cls.O-O	QGA Classical, Castled	review	review
D.QGA.Cls.O-O.Nc6	QGA Classical Castled, Nc6	review	review
D.QGA.Cls.O-O.cxd4	QGA Classical Castled, cxd4	review	review
E.QID.Euw.Bd3	QID Euwe, Bd3	review	review
E.QID.Euw.Bd3.d5	QID Euwe Bd3, d5	review	review
E.QID.Euw.Bd3.c5	QID Euwe Bd3, c5	review	review
E.QID.Euw.Bd3.c5.O-O	QID Euwe c5, Castled	review	review
E.QID.Euw.Bd3.c5.O-O.Be7	QID Euwe c5 Castled, Be7	review	review
E.KID.Fch.MLn.Nc6	KID Fianchetto Main Line, Nc6	review	review
E.KID.Fch.MLn.Nc6.O-O	KID Fianchetto Nc6, Castled	review	review
E.KID.Fch.MLn.Nc6.O-O.Bg4	KID Fianchetto Nc6, Simagin	review	review
E.KID.Fch.MLn.Nc6.O-O.Bf5	KID Fianchetto Nc6, Lesser Simagin	review	review
E.KID.Fch.MLn.Nbd7	KID Fianchetto Main Line, Debrecen	review	review
E.KID.Fch.MLn.c5	KID Fianchetto Main Line, c5	review	review
E.KID.Fch.Kav.Nc3	KID Fianchetto Kavalek, Nc3	review	review
E.KID.Fch.Kav.Nc3.e5	KID Fianchetto Kavalek, e5	review	review
E.KID.Fch.Kav.Nc3.e5.e4	KID Fianchetto Kavalek e5, e4	review	review
E.KID.Fou.O-O	KID Four Pawns, Castled	review	review
E.KID.Fou.Na6	KID Four Pawns, Modern Defence	review	review
E.KID.Fou.O-O.Be2	KID Four Pawns Castled, Be2	review	review
E.KID.Fou.O-O.Be2.c5	KID Four Pawns Be2, c5	review	review
E.KID.Fou.O-O.Nf3	KID Four Pawns Castled, Nf3	review	review
E.KID.Fou.O-O.Nf3.c5	KID Four Pawns Nf3, c5	review	review
E.KID.Fou.O-O.Nf3.c5.Be2	KID Four Pawns Fluid, Be2	review	review
E.Ben.Mod.Cls.MLn.a6	Modern Benoni Classical Main Line, a6	review	review
E.Ben.Mod.Cls.MLn.a6.a4	Modern Benoni Classical a6, a4	review	review
E.Ben.Mod.Cls.MLn.Re8	Modern Benoni Classical Main Line, Re8	review	review
B.Fre.Cls.MLn.e5.Nfd7.Bxe7	French Classical Nfd7, Bxe7	review	review
B.Fre.Cls.MLn.e5.Nfd7.Qg4	French Classical Nfd7, Pollock	review	review
B.Fre.Cls.MLn.e5.Nfd7.Qd2	French Classical Nfd7, Rubinstein	review	review
B.Fre.Cls.MLn.e5.Nfd7.f4	French Classical Nfd7, Steinitz	review	review
B.Fre.Cls.MLn.e5.Nfd7.Bd3	French Classical Nfd7, Tarrasch	review	review
C.KGm.Dec.Cls.c3	King's Gambit Declined Classical, c3	review	review
C.KGm.Dec.Cls.c3.Bg4	King's Gambit Declined Classical c3, Bg4	review	review
C.KGm.Dec.Cls.c3.f5	King's Gambit Declined Classical c3, f5	review	review
C.KGm.Dec.Cls.c3.f5.fxe5	King's Gambit Declined Rubinstein, fxe5	review	review
C.KGm.Dec.Cls.b4	King's Gambit Declined Classical, Rotlewi	review	review
C.KGm.Dec.Cls.Nc3	King's Gambit Declined Classical, Nc3	review	review
C.KGm.Dec.Cls.Nc3.Nd7	King's Gambit Declined Classical, Hanham	review	review
C.KGm.Dec.Cls.fxe5	King's Gambit Declined Classical, Soldatenkov	review	review
C.KGm.Acc.Muz.MLn.Qxf3.Qf6	King's Gambit Muzio Qxf3, Sarratt	review	review
C.KGm.Acc.Muz.MLn.Qxf3.Qe7	King's Gambit Muzio Qxf3, From	review	review
C.KGm.Acc.Muz.MLn.Qxf3.Nc6	King's Gambit Muzio Qxf3, Holloway	review	review
C.KGm.Acc.All.MLn.Nxf7.Kxf7	Allgaier Gambit Main Line, Kxf7	review	review
C.KGm.Acc.Kie.MLn.Bc4	King's Gambit Kieseritzky, Bc4	review	review
C.KGm.Acc.Kie.MLn.Bc4.d5	King's Gambit Kieseritzky Bc4, d5	review	review
C.KGm.Acc.Kie.MLn.Nxg4	King's Gambit Kieseritzky, Nxg4	review	review
C.KGm.Acc.Kie.MLn.Nxg4.d5	King's Gambit Kieseritzky de Riviere, d5	review	review
C.Ita.Giu.Mol.MLn.Nxe4	Giuoco Piano Møller Main Line, Nxe4	review	review
C.Ita.Giu.Mol.MLn.Nxe4.O-O	Giuoco Piano Møller Nxe4, Castled	review	review
C.Ita.Two.Opn.MLn.O-O.Nxe4	Two Knights Scotch Gambit, Nxe4	review	review
C.Ita.Two.Opn.MLn.O-O.d6	Two Knights Scotch Gambit, Janowski	review	review
C.Ita.Two.Opn.MLn.O-O.Be7	Two Knights Scotch Gambit, de Riviere	review	review
C.Ita.Evn.Acc.Stn.d4	Evans Accepted Steinitz, d4	review	review
C.Ita.Evn.Acc.Stn.d4.d6	Evans Accepted Steinitz d4, d6	review	review
C.Ita.Evn.Acc.Stn.d4.Nf6	Evans Accepted Steinitz d4, Nf6	review	review
C.Ita.Evn.Acc.Stn.d4.exd4	Evans Accepted Steinitz d4, exd4	review	review
C.Ita.Evn.Acc.Stn.d4.b5	Evans Accepted Steinitz d4, b5	review	review
C.Ita.Evn.Acc.Stn.O-O.d6	Evans Accepted Steinitz O-O, d6	review	review
C.Ita.Evn.Acc.Stn.O-O.Nf6	Evans Accepted Steinitz O-O, Nf6	review	review
C.Ita.Pia.Nf6.MLn.a6	Giuoco Pianissimo Nf6 Main Line, a6	review	review
C.Ita.Pia.Nf6.MLn.a6.a4	Giuoco Pianissimo a6, a4	review	review
C.Ita.Pia.Nf6.MLn.h6	Giuoco Pianissimo Nf6 Main Line, h6	review	review
C.Ita.Pia.Nf6.MLn.h6.Nbd2	Giuoco Pianissimo h6, Nbd2	review	review
A.Hor.Fch.Nf3	Horwitz French Setup, Nf3	review	review
A.Hor.Fch.Nf3.c5	Horwitz French Nf3, Pseudo-Tarrasch	review	review
A.Hor.Fch.Nf3.c5.cxd5	Horwitz French Pseudo-Tarrasch, cxd5	review	review
A.Hor.Fch.Nc3	Horwitz French Setup, Nc3	review	review
A.Hor.Fch.Nc3.c6	Horwitz French Nc3, c6	review	review
E.Ben.Bnk.Acc.MLn.g6	Benko Accepted Main Line, g6	review	review
E.Ben.Bnk.Acc.MLn.g6.Nc3	Benko Accepted g6, Nc3	review	review
E.Ben.Bnk.Acc.MLn.Bxa6.Nc3	Benko Accepted Bxa6, Nc3	review	review
B.Fre.Cls.MLn.ACh.Bxg5	Alekhine-Chatard Attack, Bxg5	review	review
B.Fre.Cls.MLn.ACh.Bxg5.hxg5	Alekhine-Chatard Bxg5, hxg5	review	review
B.Fre.Cls.MLn.ACh.c5	Alekhine-Chatard Attack, Breyer	review	review
B.Fre.Cls.MLn.ACh.a6	Alekhine-Chatard Attack, Maróczy	review	review
B.Fre.Cls.MLn.ACh.O-O	Alekhine-Chatard Attack, Spielmann	review	review
B.Fre.Cls.MLn.ACh.f6	Alekhine-Chatard Attack, Teichmann	review	review
C.KGm.Acc.Bsh.Ble.Qf3	Bishop's Gambit Bledow, Cozio	review	review
C.KGm.Acc.Bsh.Ble.Nc3	Bishop's Gambit Bledow, Nc3	review	review
C.KGm.Acc.Bsh.Ble.Nc3.Bg7	Bishop's Gambit Bledow Nc3, Bg7	review	review
C.Fou.Spa.Rub.Be2	Four Knights Rubinstein, Be2	review	review
C.Fou.Spa.Rub.Be2.Nxf3	Four Knights Rubinstein Be2, Nxf3	review	review
C.Fou.Spa.Rub.Be2.Nxf3.Bxf3	Four Knights Rubinstein Maróczy, Bxf3	review	review
C.Fou.Spa.Rub.Nxd4	Four Knights Rubinstein, Nxd4	review	review
C.Fou.Spa.Rub.O-O	Four Knights Rubinstein, Henneberger	review	review
C.Fou.Spa.Rub.Nxe5	Four Knights Rubinstein, Nxe5	review	review
C.Fou.Spa.Rub.Nxe5.Bc5	Four Knights Rubinstein Nxe5, Bc5	review	review
C.Fou.Spa.Rub.Nxe5.Qe7	Four Knights Rubinstein Nxe5, Qe7	review	review
C.RyL.Ber.Rio.Qe2	Berlin Rio de Janeiro, Qe2	review	review
C.RyL.Ber.Rio.Qe2.Nd6	Berlin Rio Qe2, Nd6	review	review
C.RyL.Ber.Rio.Qe2.Nd6.Bxc6	Berlin Rio Nd6, Bxc6	review	review
C.RyL.Ber.Rio.Qe2.d5	Berlin Rio Qe2, Trifunovic	review	review
D.QGD.Har.MLn.c5	QGD Harrwitz Main Line, c5	review	review
D.QGD.Har.MLn.c5.dxc5	QGD Harrwitz c5, dxc5	review	review
D.QGD.Har.MLn.c6	QGD Harrwitz Main Line, Orthodox	review	review
D.QGD.Har.MLn.b6	QGD Harrwitz Main Line, Fianchetto	review	review
D.QGD.Har.MLn.Nbd7	QGD Harrwitz Main Line, Two Knights	review	review
D.QGD.Har.MLn.Nbd7.c5	QGD Harrwitz Two Knights, c5	review	review
E.Nim.Rub.StP.MLn.Nf3	Nimzo St. Petersburg Main Line, Nf3	review	review
E.Nim.Rub.StP.MLn.Nf3.O-O	Nimzo St. Petersburg Nf3, O-O	review	review
E.Nim.Rub.StP.MLn.Nf3.Ne4	Nimzo St. Petersburg Nf3, Ne4	review	review
C.Ita.Evn.Acc.Mor.dxc3	Evans Accepted Morphy, Compromised	review	review
C.Ita.Evn.Acc.Mor.d3	Evans Accepted Morphy, Dufresne	review	review
C.Ita.Evn.Acc.Mor.b5	Evans Accepted Morphy, Johner	review	review
C.Ita.Evn.Acc.Mor.Nge7	Evans Accepted Morphy, Mieses	review	review
C.Ita.Two.Opn.MLn.e5	Two Knights Open Main Line, e5	review	review
C.Ita.Two.Opn.MLn.e5.Ng4	Two Knights Open e5, Ng4	review	review
C.Ita.Two.Opn.MLn.e5.d5	Two Knights Open e5, d5	review	review
C.Ita.Two.Opn.MLn.Ng5	Two Knights Open Main Line, Ng5	review	review
A.QPO.Nf6.g4.Nxg4	Gibbins-Weidenhagen Gambit Accepted	review	review
A.QPO.Nf6.g4.Nxg4.f3	Gibbins-Weidenhagen Accepted, f3	review	review
A.QPO.Nf6.g4.Nxg4.f3.Nf6	Gibbins-Weidenhagen Maltese Falcon, Nf6	review	review
A.QPO.Nf6.g4.Nxg4.e4	Gibbins-Weidenhagen Accepted, e4	review	review
A.QPO.Nf6.g4.Nxg4.e4.d6	Gibbins-Weidenhagen Stummer, d6	review	review
A.QPO.Nf6.g4.e5	Gibbins-Weidenhagen, Oshima Defence	review	review
C.Vie.Gbt.Fal.MLn.Qf3	Vienna Gambit Falkbeer, Paulsen Attack	review	review
C.Vie.Gbt.Fal.MLn.Qf3.f5	Vienna Gambit Falkbeer Paulsen, f5	review	review
C.Vie.Gbt.Fal.MLn.d3	Vienna Gambit Falkbeer, Modern	review	review
C.Vie.Gbt.Fal.MLn.d3.Qh4	Vienna Gambit Falkbeer Modern, Qh4	review	review
C.RyL.Mor.Ba4.Nf6.d3	Ruy López Morphy Nf6, Anderssen	review	review
C.RyL.Mor.Ba4.Nf6.d3.d6	Ruy López Morphy Anderssen, d6	review	review
C.RyL.Mor.Ba4.Nf6.Bxc6	Ruy López Morphy Nf6, Bayreuth	review	review
C.RyL.Mor.Ba4.Nf6.c3	Ruy López Morphy Nf6, Jaffe	review	review
C.RyL.Mor.Ba4.Nf6.d4	Ruy López Morphy Nf6, Mackenzie	review	review
C.RyL.Mor.Ba4.Nf6.Nc3	Ruy López Morphy Nf6, Tarrasch	review	review
C.RyL.Mar.MLn.Rxe5	Ruy López Marshall Main Line, Rxe5	review	review
C.RyL.Mar.MLn.Rxe5.c6	Ruy López Marshall Rxe5, c6	review	review
C.RyL.Mar.MLn.Rxe5.c6.d4	Ruy López Marshall Modern, d4	review	review
C.RyL.Mar.MLn.Rxe5.Nf6	Ruy López Marshall, Original	review	review
C.RyL.Cha.MLn.d4	Ruy López Chigorin Main Line, d4	review	review
C.RyL.Cha.MLn.d4.Nc6	Ruy López Chigorin d4, Nc6	review	review
C.RyL.Cha.MLn.d4.Qc7	Ruy López Chigorin d4, Qc7	review	review
C.RyL.Cha.MLn.d4.Qc7.Nbd2	Ruy López Chigorin Qc7, Nbd2	review	review
D.Sem.Bg5.Bot.MLn.g5	Semi-Slav Botvinnik Main Line, g5	review	review
D.Sem.Bg5.Bot.MLn.g5.Nxg5	Semi-Slav Botvinnik g5, Nxg5	review	review
D.Sem.Bg5.Bot.MLn.g5.exf6	Semi-Slav Botvinnik g5, Ekstrom	review	review
D.Cat.Cls.Qc2.c6.Nbd2	Catalan Closed Qc2 c6, Nbd2	review	review
D.Cat.Cls.Qc2.c6.Bf4	Catalan Closed Qc2 c6, Bf4	review	review
D.Cat.Cls.Qc2.c6.Bf4.b6	Catalan Closed Bf4, b6	review	review
A.OID.Mod.MLn.Nf6.Bg5	Old Indian Modern Nf6, Accelerated Averbakh	review	review
A.OID.Mod.MLn.Nf6.Nge2	Old Indian Modern Nf6, Kramer	review	review
A.OID.Mod.MLn.Nf6.g3	Old Indian Modern Nf6, Deferred Fianchetto	review	review
A.OID.Mod.MLn.Nf6.Be2	Old Indian Modern Nf6, Standard Development	review	review
A.Mod.Avk.MLn.Be2.Na6	Modern Averbakh Be2, Kazakh	review	review
A.Mod.Avk.MLn.Be2.e5	Modern Averbakh Be2, e5	review	review
A.Mod.Avk.MLn.Be2.e5.O-O	Modern Averbakh e5, Castled	review	review
E.QID.Kas.Bb7	QID Kasparov, Bb7	review	review
E.QID.Kas.Bb7.Bg5	QID Kasparov Bb7, Bg5	review	review
E.QID.Kas.Bb7.Bg5.h6	QID Kasparov Botvinnik, h6	review	review
E.QID.Kas.Bb7.Bg5.h6.Bh4	QID Kasparov Botvinnik h6, Bh4	review	review
E.QID.Pet.Ba6	QID Petrosian, Ba6	review	review
E.QID.Pet.Ba6.Qc2	QID Petrosian Ba6, Qc2	review	review
E.QID.Pet.Ba6.Qc2.Bb7	QID Petrosian, Farago Defence	review	review
E.QID.Sps.Bb7	QID Spassky System, Bb7	review	review
E.QID.Euw.Bd3.c5.Nc3	QID Euwe c5, Nc3	review	review
E.QID.Euw.Bd3.c5.Nc3.cxd4	QID Euwe Nc3, cxd4	review	review
E.QID.Euw.Bd3.c5.O-O.g6	QID Euwe c5 Castled, g6	review	review
E.QID.Nim.Qui.Bb4	QID Nimzowitsch Quiet, Bb4+	review	review
E.QID.Nim.Int.Be7	QID Nimzowitsch Intermezzo, Be7	review	review
E.QID.Nim.Int.Qe7	QID Nimzowitsch Intermezzo, Qe7	review	review
E.QID.Cls.Nc3	QID Classical, Nc3	review	review
E.QID.Cls.Nc3.Ne4	QID Classical Nc3, Ne4	review	review
E.QID.Cls.Nc3.Ne4.Bd2	QID Classical Nc3 Ne4, Bd2	review	review
E.QID.Mod.Sms.d5	QID Modern Sämisch, d5	review	review
E.QID.Mod.Sms.d5.exd5	QID Modern Sämisch d5, exd5	review	review
E.QID.Mod.Sms.d5.exd5.Nh4	QID Modern Sämisch exd5, Nh4	review	review
E.Bog.Vit	Bogo-Indian, Vitolins Variation	review	review
E.Ind.Cat.d5.Bg2.dxc4.Qa4	Indian Catalan Open, Qa4+	review	review
E.Ind.Cat.d5.Bg2.dxc4.Nf3	Indian Catalan Open, Nf3	review	review
E.Ind.e6.Nf3.d5.e3.b6	Anti-Nimzo e3, b6	review	review
E.Ind.e6.Nf3.d5.e3.Be7	Anti-Nimzo e3, Be7	review	review
E.Ben.Old.Adv.Nf6.Nf3.c4	Old Benoni Hawk Variation	review	review
A.Eng.AIn.Nc3.d5.cxd5.Nf3	Anglo-Grünfeld Exchange, Nf3	review	review
A.Eng.AIn.Nc3.d5.cxd5.g3	Anglo-Grünfeld Exchange, g3	review	review
A.Ret.Ang.g3.Nf6.b3.g6	Réti Anglo-Slav b3, g6	review	review
A.Ret.Ang.g3.Nf6.b3.Bf5	Réti Anglo-Slav, London Defence	review	review
A.Ret.Ang.g3.Nf6.b3.Bg4	Réti Anglo-Slav, Torre System	review	review
A.Ret.Ang.g3.Nf6.b3.dxc4	Réti Anglo-Slav b3, dxc4	review	review
A.EID.Bf4.Bg7.e3.d6.Bd3	East Indian London d6, Bd3	review	review
A.EID.Bf4.Bg7.e3.d6.Be2	East Indian London d6, Be2	review	review
A.EID.Bf4.Bg7.e3.d6.h3	East Indian London d6, h3	review	review
A.Eng.Rev.a3	English Reversed Sicilian, Reversed Najdorf	review	review
A.Eng.Rev.a3.Nf6	English Reversed Najdorf, Nf6	review	review
A.Eng.Rev.a3.d6	English Reversed Najdorf, d6	review	review
A.Eng.Rev.d3	English Reversed Sicilian, d3	review	review
A.Eng.Rev.d3.Nf6	English Reversed Sicilian d3, Nf6	review	review
A.Eng.Rev.d3.Nf6.a3	English Reversed Najdorf d3 Nf6, a3	review	review
A.Eng.Rev.d3.d6	English Reversed Sicilian d3, d6	review	review
A.Eng.Rev.d3.d6.a3	English Reversed Najdorf d3 d6, a3	review	review
B.Sic.OKn.Nf6.Nc3.g6.Be2	Sicilian Modern Dragon Prefix, Be2	review	review
A.Lar.Mod.e3	Larsen Modern, e3	review	review
A.Lar.Mod.e3.d5	Larsen Modern e3, d5	review	review
A.Lar.Mod.e3.d5.Bb5	Larsen Modern e3 d5, Bb5	review	review
A.Lar.Mod.e3.d5.Bb5.Ne7	Larsen Modern, Leela Gambit	review	review
B.Fre.Stn.MLn.f4.c5.dxc5	French Steinitz f4 c5, dxc5	review	review
B.Fre.Stn.MLn.f4.c5.Nf3	French Steinitz f4 c5, Nf3	review	review
C.PhD.d4.Nd7.Bc4.c6.c3	Philidor Hanham Delmar Variation	review	review
C.PhD.d4.Nd7.Bc4.c6.O-O	Philidor Hanham Krause Variation	review	review
C.PhD.d4.Nd7.Bc4.c6.Nc3	Philidor Hanham Schlechter Variation	review	review
C.PhD.d4.Nd7.Bc4.c6.Ng5	Philidor Hanham Kmoch Variation	review	review
C.Fou.Spa.Dbl.MLn.d3.Bxc3	Four Knights Double Spanish d3, Bxc3	review	review
C.Fou.Spa.Dbl.MLn.d3.Qe7	Four Knights Double Spanish d3, Qe7	review	review
C.Ita.Two.Max.MLn.exf6.dxc4	Two Knights Max Lange, Main Line, exf6, dxc4	review	review
D.Bgm.Cap.Nc3.Nf6.f3.a6	Blackmar-Diemer Gambit, Gedult Defence	review	review
D.Bgm.Cap.Nc3.Nf6.f3.e3	Blackmar-Diemer Gambit, Langeheinicke Defence	review	review
D.Bgm.Cap.Nc3.Nf6.f3.c6	Blackmar-Diemer Gambit, O'Kelly Defence	review	review
D.Bgm.Cap.Nc3.Nf6.f3.Bf5	Blackmar-Diemer Gambit, Vienna Defence	review	review
D.Bgm.Cap.Nc3.Nf6.f3.e6	Blackmar-Diemer Gambit, Weinsbach Defence	review	review
D.Sla.Nf3.Nf6.Nc3.dxc4.e3	Slav Defence Two Knights Capture, e3	review	review
D.Sla.Nf3.Nf6.Nc3.dxc4.a4	Slav Defence Two Knights Capture, a4	review	review
C.RyL.Ber.d3	Ruy López Berlin, Anti-Berlin	review	review
C.RyL.Ber.d3.d6	Ruy López Berlin Anti-Berlin, d6	review	review
C.RyL.Ber.d3.d6.Bxc6	Ruy López Berlin Anti-Berlin, Anderssen Variation	review	review
C.RyL.Ber.d3.d6.c4	Ruy López Berlin Anti-Berlin, Duras Variation	review	review
C.RyL.Ber.d3.Bc5	Ruy López Berlin Anti-Berlin, Bc5	review	review
C.RyL.Ber.d3.Bc5.Be3	Ruy López Berlin Anti-Berlin, Kaufmann Variation	review	review
C.RyL.Ber.d3.Ne7	Ruy López Berlin Anti-Berlin, Mortimer Variation	review	review
C.RyL.Ber.d3.Ne7.Nxe5	Ruy López Berlin Anti-Berlin Mortimer, Nxe5	review	review
C.RyL.Ber.d3.Ne7.Nxe5.c6	Ruy López Berlin Anti-Berlin, Mortimer Trap	review	review
A.Pol.e6.Bb2.Nf6.b5.b6	Polish Opening e6 b5, Queen's Indian Variation	review	review
A.Pol.e6.Bb2.Nf6.b5.a6	Polish Opening e6 b5, Queenside Defence	review	review
A.Pol.e6.Bb2.Nf6.b5.d5	Polish Opening e6 b5, Schiffler-Sokolsky Variation	review	review
A.Van.d5.f4.d4.Ne4	Van Geet Jendrossek Complex, Ne4	review	review
A.Van.d5.f4.d4.Ne4.f5	Van Geet, Jendrossek Gambit	review	review
A.Van.d5.f4.d4.Ne4.c5	Van Geet, Melleby Gambit	review	review
A.Van.d5.f4.d4.Ne4.e5	Van Geet, Pfeiffer Gambit	review	review
B.Mod.Std.Nc3.C5S.Sic.Be3	Sicilian Pterodactyl, Anhanguera	review	review
B.Mod.Std.Nc3.C5S.Sic.d5	Sicilian Pterodactyl, Benoni Gambit	review	review
B.Mod.Std.Nc3.C5S.Sic.Bd2	Sicilian Pterodactyl, Unpin	review	review
B.Sic.HAc.d4.Bg7.dxc5.Nc3	Hyper-Accelerated Pterodactyl, Pteranodon Prefix	review	review
B.Sic.Old.d4.cxd4.Nxd4.d5	Old Sicilian, Nimzo-American Variation	review	review
B.Sic.Old.d4.cxd4.Nxd4.a6	Old Sicilian, a6	review	review
B.Sic.Old.d4.cxd4.Nxd4.Nf6	Old Sicilian Open, Nf6	review	review
A.Sod.e5	Sodium Attack, e5	review	review
A.Sod.g6	Sodium Attack, Chenoboskion Prefix	review	review
A.Bir.Dut.g4	Bird Dutch, Dudweiler Gambit	review	review
A.Bir.Dut.c4	Bird Dutch, Sturm Gambit	review	review
A.Bir.Dut.b3	Bird Dutch, Thomas Prefix	review	review
A.Owe.Eng.e4	English Defence, e4	review	review
A.Owe.Eng.e4.Bb7	English Defence e4, Bb7	review	review
A.Owe.Eng.e4.Bb7.Bd3	English Defence, Perrin Prefix	review	review
A.Owe.Eng.e4.Bb7.f3	English Defence, Poli Gambit Prefix	review	review
A.OID.e5	Old Indian Move Order, English Rat	review	review
A.OID.e5.dxe5	Old Indian English Rat, dxe5	review	review
A.OID.e5.dxe5.Nc6	Old Indian English Rat, Lisbon Gambit	review	review
A.OID.e5.dxe5.Be6	Old Indian English Rat, Pounds Gambit	review	review
A.QPO.Nf6.f3.d5	Queen's Pawn Nf6 f3, d5	review	review
A.QPO.Nf6.f3.d5.g4	Queen's Pawn Nf6 f3, Gedult Attack	review	review
A.QPO.Nf6.f3.d5.e4	Queen's Pawn Nf6 f3, Blackmar-Diemer Deferred	review	review
A.QPO.Nf6.f3.d5.Nc3	Queen's Pawn Nf6 f3, Veresov Richter Prefix	review	review
A.QPO.Nf6.Nc3.e5	Queen's Pawn Nf6 Nc3, Maddigan Gambit	review	review
A.QPO.Nf6.Nc3.c5	Queen's Pawn Nf6 Nc3, Reversed Chigorin	review	review
A.QPO.Nf6.Nc3.d5	Queen's Pawn Nf6 Nc3, Chigorin	review	review
A.Tro.Rap.Bf4	Trompowsky Raptor, Borg Prefix	review	review
A.Tro.Rap.Bh4	Trompowsky Raptor, Edge Variation	review	review
A.Tro.Rap.Bh4.c6	Trompowsky Edge, c6	review	review
A.Tro.Rap.Bh4.d5	Trompowsky Edge, d5	review	review
A.Hol.Fch.Nf6	Dutch Fianchetto, Nf6	review	review
A.Hol.Fch.g6	Dutch Fianchetto, Leningrad Prefix	review	review
A.Hol.Fch.c6	Dutch Fianchetto, Basman Prefix	review	review
B.Ale.Chs.Nd5	Alekhine Chase, Nd5	review	review
B.Ale.Chs.Nd5.Bc4	Alekhine Chase, Hunt Variation	review	review
B.Ale.Fou.g5	Alekhine Four Pawns, Cambridge Gambit	review	review
B.Ale.Fou.g6	Alekhine Four Pawns, Fianchetto Variation	review	review
B.Ale.Fou.Bf5	Alekhine Four Pawns, Bf5	review	review
B.Ale.Mod.dxe5	Alekhine Modern, Larsen Variation	review	review
B.Ale.Mod.Nc6	Alekhine Modern, Larsen-Haakert Variation	review	review
B.Ale.Mod.Nb6	Alekhine Modern, Schmid Variation	review	review
B.Pir.Be2	Pirc Defence, Be2	review	review
B.Pir.Bc4	Pirc Defence, Kholmov System	review	review
B.CaK.Exc.Bf4	Caro-Kann Exchange, Bf4	review	review
B.CaK.Exc.g4	Caro-Kann Exchange, Bulla Attack	review	review
B.CaK.Exc.Bd3	Caro-Kann Exchange, Bd3	review	review
B.CaK.Exc.Bd3.Nc6	Caro-Kann Exchange Bd3, Nc6	review	review
B.CaK.Exc.Bd3.Nc6.c3	Caro-Kann Exchange Bd3 Nc6, c3	review	review
B.CaK.Exc.Bd3.Nc6.c3.Nf6	Caro-Kann Exchange, Rubinstein Nf6	review	review
B.Sic.Alp.Cen.MLn.cxd4	Sicilian Alapin Central, cxd4	review	review
B.Sic.Alp.Cen.MLn.Nf6	Sicilian Alapin Central, Modern Line	review	review
B.Sic.Alp.Cen.MLn.Nc6	Sicilian Alapin Central, Nc6	review	review
B.Sic.Clo.Fch.g6	Closed Sicilian Fianchetto, g6	review	review
B.Sic.Clo.Fch.g6.Bg2	Closed Sicilian Fianchetto g6, Bg2	review	review
B.Sic.Clo.Fch.g6.Bg2.Bg7	Closed Sicilian Fianchetto g6, Double Fianchetto	review	review
B.Sic.OKn.Nf6.Bc4	Sicilian Modern Nf6, Ginsberg Gambit	review	review
B.Sic.OKn.Nf6.f3	Sicilian Modern Nf6, Prins Variation	review	review
B.Sic.OKn.Nf6.Nc3.Bd7	Sicilian Modern Nf6 Nc3, Kupreichik Variation	review	review
B.Sic.OKn.Nf6.Nc3.e5	Sicilian Modern Nf6 Nc3, Venice Attack Prefix	review	review
C.Cen.Dsh.Acc.MLn.Qe7	Danish Gambit Accepted Main Line, Chigorin Defence	review	review
C.Cen.Dsh.Acc.MLn.Nf6	Danish Gambit Accepted Main Line, Classical Defence	review	review
C.Cen.Dsh.Acc.MLn.Bb4	Danish Gambit Accepted Main Line, Copenhagen Defence	review	review
