ocn1	white	white_elo	black	black_elo	year	result	lichess_id	url
C.KGm.Dec.Fal.MLn.d3.Nf6	Stean, Michael	2420	Bronstein, David I	2540	1976	1/2-1/2	9UKkln6R	https://lichess.org/9UKkln6R
C.Pet.Stf.MLn	Zarubitski, Viachaslau	2441	Van Foreest, Lucas	2531	2019	1/2-1/2	oegv8xsS	https://lichess.org/oegv8xsS
C.Pet.Stf.MLn	Nestorovic, Nikola	2393	Nikolic, Momcilo	2280	2008	1-0	uVaYl9aw	https://lichess.org/uVaYl9aw
C.Pet.Stf.MLn	Suta, Andraz	2251	Srebrnic, M..	2400	2021	1/2-1/2	8IOcJaWo	https://lichess.org/8IOcJaWo
C.Pet.Stf.MLn	Hinks Edwards, Thomas RJ	2393	Pletanek, Jan	2242	2009	1-0	RKKtIZk0	https://lichess.org/RKKtIZk0
C.Pet.Stf.MLn.d3	Zarubitski, Viachaslau	2441	Van Foreest, Lucas	2531	2019	1/2-1/2	oegv8xsS	https://lichess.org/oegv8xsS
C.Pet.Stf.MLn.d3	Suta, Andraz	2251	Srebrnic, M..	2400	2021	1/2-1/2	8IOcJaWo	https://lichess.org/8IOcJaWo
C.Pet.Stf.MLn.d3	Dimitrijevic, Milorad	2284	Avramovic, Z.	2236	2024	1-0	W5D7R1EB	https://lichess.org/W5D7R1EB
C.Pet.Stf.MLn.d3	Klabis, R.	2396	Bagdanskis, Dangis	2035	2023	1-0	iTbbH25s	https://lichess.org/iTbbH25s
C.Pet.Stf.MLn.d3.Bc5	Zarubitski, Viachaslau	2441	Van Foreest, Lucas	2531	2019	1/2-1/2	oegv8xsS	https://lichess.org/oegv8xsS
C.Pet.Stf.MLn.d3.Bc5	Suta, Andraz	2251	Srebrnic, M..	2400	2021	1/2-1/2	8IOcJaWo	https://lichess.org/8IOcJaWo
C.Pet.Stf.MLn.d3.Bc5	Dimitrijevic, Milorad	2284	Avramovic, Z.	2236	2024	1-0	W5D7R1EB	https://lichess.org/W5D7R1EB
C.Pet.Stf.MLn.d3.Bc5	Klabis, R.	2396	Bagdanskis, Dangis	2035	2023	1-0	iTbbH25s	https://lichess.org/iTbbH25s
C.Sco.Cls.Sch.MLn	Almasi, Zoltan	2650	Shirov, Alexei	2720	1999	0-1	CJI4nytG	https://lichess.org/CJI4nytG
C.Sco.Cls.Sch.MLn	Baramidze, David	2569	Narciso Dublan, Marc	2546	2007	1/2-1/2	0zIQ0521	https://lichess.org/0zIQ0521
C.Sco.Cls.Sch.MLn	Holmsten, Aleksei	2376	Huebner, Robert	2605	2009	0-1	LhoAdKvH	https://lichess.org/LhoAdKvH
C.Sco.Cls.Sch.MLn	Zajic, Milan	2491	Miljkovic, Mir1	2490	2016	1-0	xBrcgser	https://lichess.org/xBrcgser
C.Sco.Cls.Sch.MLn.O-O	Holmsten, Aleksei	2376	Huebner, Robert	2605	2009	0-1	LhoAdKvH	https://lichess.org/LhoAdKvH
C.Sco.Cls.Sch.MLn.O-O	Chigaev, M.	2508	Ebeling, D.	2374	2013	1/2-1/2	7O0FDWqX	https://lichess.org/7O0FDWqX
C.Sco.Cls.Sch.MLn.O-O	Sale, Srdjan	2410	Nikolac, Juraj	2450	1998	0-1	I8TWsixg	https://lichess.org/I8TWsixg
C.Sco.Cls.Sch.MLn.O-O	Hardarson, Robert	2331	Gretarsson, Helgi Ass	2521	1999	0-1	xHSsDcMD	https://lichess.org/xHSsDcMD
C.Vie.Mie.MLn.exd5	Mamedyarov, S.	2801	Giri, A.	2782	2018	1/2-1/2	i7e9XpFN	https://lichess.org/i7e9XpFN
C.Vie.Mie.MLn.exd5	Mamedyarov, S.	2757	Kramnik, Vladimir	2760	2014	1-0	waiPqz63	https://lichess.org/waiPqz63
C.Vie.Mie.MLn.exd5	Mamedyarov, S.	2764	Karjakin, Sergey	2750	2019	1-0	rX2WJGYo	https://lichess.org/rX2WJGYo
C.Vie.Mie.MLn.exd5	Leko, Peter	2743	Kramnik, Vladimir	2770	2001	1/2-1/2	XGcsqqcZ	https://lichess.org/XGcsqqcZ
C.Vie.Mie.MLn.exd5.Nxd5	Mamedyarov, S.	2801	Giri, A.	2782	2018	1/2-1/2	i7e9XpFN	https://lichess.org/i7e9XpFN
C.Vie.Mie.MLn.exd5.Nxd5	Mamedyarov, S.	2757	Kramnik, Vladimir	2760	2014	1-0	waiPqz63	https://lichess.org/waiPqz63
C.Vie.Mie.MLn.exd5.Nxd5	Mamedyarov, S.	2764	Karjakin, Sergey	2750	2019	1-0	rX2WJGYo	https://lichess.org/rX2WJGYo
C.Vie.Mie.MLn.exd5.Nxd5	Leko, Peter	2743	Kramnik, Vladimir	2770	2001	1/2-1/2	XGcsqqcZ	https://lichess.org/XGcsqqcZ
C.Vie.Fal.MLn.Nxe4	Safarli, Eltaj	2660	Mamedyarov, Shakhriyar	2753	2013	0-1	qAp7ycB6	https://lichess.org/qAp7ycB6
C.Vie.Fal.MLn.Nxe4	Ahmed, Abdul Sattar	2342	Ivanchuk, Vassily	2754	2010	0-1	jgV1bgiZ	https://lichess.org/jgV1bgiZ
C.Vie.Fal.MLn.Nxe4	Sermek, Drazen	2547	Horvath, Jozsef	2524	2004	1/2-1/2	KAzGrDu9	https://lichess.org/KAzGrDu9
C.Vie.Fal.MLn.Nxe4	Kuzin, Anton	2368	Afromeev, Vladimir	2573	2006	0-1	tu6Dqmtz	https://lichess.org/tu6Dqmtz
C.Vie.Fal.MLn.Nxe4.d5	Safarli, Eltaj	2660	Mamedyarov, Shakhriyar	2753	2013	0-1	qAp7ycB6	https://lichess.org/qAp7ycB6
C.Vie.Fal.MLn.Nxe4.d5	Ahmed, Abdul Sattar	2342	Ivanchuk, Vassily	2754	2010	0-1	jgV1bgiZ	https://lichess.org/jgV1bgiZ
C.Vie.Fal.MLn.Nxe4.d5	Sermek, Drazen	2547	Horvath, Jozsef	2524	2004	1/2-1/2	KAzGrDu9	https://lichess.org/KAzGrDu9
C.Vie.Fal.MLn.Nxe4.d5	Kuzin, Anton	2368	Afromeev, Vladimir	2573	2006	0-1	tu6Dqmtz	https://lichess.org/tu6Dqmtz
C.Fou.Spa.Dbl.MLn.d3	Grischuk, A.	2750	Carlsen, M.	2832	2017	0-1	7qWPTdaq	https://lichess.org/7qWPTdaq
C.Fou.Spa.Dbl.MLn.d3	Naiditsch, A.	2706	Carlsen, M.	2865	2015	1-0	iRtkr1jy	https://lichess.org/iRtkr1jy
C.Fou.Spa.Dbl.MLn.d3	Andreikin, D.	2720	Carlsen, M.	2850	2015	0-1	OVv3ULaj	https://lichess.org/OVv3ULaj
C.Fou.Spa.Dbl.MLn.d3	Anand, V.	2791	Mamedyarov, S.	2756	2015	1-0	oCaFyrlX	https://lichess.org/oCaFyrlX
C.Fou.Spa.Dbl.MLn.d3.d6	Naiditsch, A.	2706	Carlsen, M.	2865	2015	1-0	iRtkr1jy	https://lichess.org/iRtkr1jy
C.Fou.Spa.Dbl.MLn.d3.d6	Anand, V.	2791	Mamedyarov, S.	2756	2015	1-0	oCaFyrlX	https://lichess.org/oCaFyrlX
C.Fou.Spa.Dbl.MLn.d3.d6	Yu Yangyi	2752	Mamedyarov, S.	2764	2019	1-0	aP4jQ3WB	https://lichess.org/aP4jQ3WB
C.Fou.Spa.Dbl.MLn.d3.d6	Caruana, Fabiano	2709	Aronian, Levon	2801	2010	0-1	0dHpngp2	https://lichess.org/0dHpngp2
C.Fou.Spa.Cls.MLn.d3	Naiditsch, A.	2712	Yu Yangyi	2753	2017	1/2-1/2	g9bvNCcP	https://lichess.org/g9bvNCcP
C.Fou.Spa.Cls.MLn.d3	Wang Hao	2735	Jones, G.	2702	2019	1/2-1/2	Du1dl3CB	https://lichess.org/Du1dl3CB
C.Fou.Spa.Cls.MLn.d3	Svidler, Peter	2739	Nielsen, Peter Heine	2680	2010	1/2-1/2	9oSILlKs	https://lichess.org/9oSILlKs
C.Fou.Spa.Cls.MLn.d3	Svidler, Peter	2733	Vallejo Pons, Francisco	2666	2004	1/2-1/2	pNZewEJx	https://lichess.org/pNZewEJx
C.Fou.Spa.Cls.MLn.d3.d6	Svidler, Peter	2747	Kramnik, Vladimir	2777	2004	1-0	jMqGcKsV	https://lichess.org/jMqGcKsV
C.Fou.Spa.Cls.MLn.d3.d6	Polgar, Judit	2687	Topalov, Veselin	2813	2009	1/2-1/2	pFWbSfy7	https://lichess.org/pFWbSfy7
C.Fou.Spa.Cls.MLn.d3.d6	Svidler, Peter	2727	Kramnik, Vladimir	2770	2004	1-0	AnpQptsa	https://lichess.org/AnpQptsa
C.Fou.Spa.Cls.MLn.d3.d6	Gukesh, D.	2743	Vidit, S.	2747	2024	1/2-1/2	lI36oPap	https://lichess.org/lI36oPap
B.Sic.Naj.Eng.e5	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	BTVJpaP6	https://lichess.org/BTVJpaP6
B.Sic.Naj.Eng.e5	Carlsen, M.	2861	Vachier Lagrave, M.	2780	2019	0-1	4d2hVLKj	https://lichess.org/4d2hVLKj
B.Sic.Naj.Eng.e5	Carlsen, M.	2853	So, W.	2779	2015	1-0	4nUp6sVb	https://lichess.org/4nUp6sVb
B.Sic.Naj.Eng.e5	So, W.	2770	Carlsen, M.	2855	2016	1/2-1/2	XfPlG9JN	https://lichess.org/XfPlG9JN
B.Sic.Naj.Eng.e5.Nb3	Carlsen, Magnus	2863	Ding, Liren	2791	2020	1-0	BTVJpaP6	https://lichess.org/BTVJpaP6
B.Sic.Naj.Eng.e5.Nb3	Carlsen, M.	2853	So, W.	2779	2015	1-0	4nUp6sVb	https://lichess.org/4nUp6sVb
B.Sic.Naj.Eng.e5.Nb3	So, W.	2770	Carlsen, M.	2855	2016	1/2-1/2	XfPlG9JN	https://lichess.org/XfPlG9JN
B.Sic.Naj.Eng.e5.Nb3	Topalov, V.	2761	Carlsen, M.	2855	2016	0-1	A6OWfCO9	https://lichess.org/A6OWfCO9
B.Sic.Naj.Sch.O-O	Ivanchuk, Vassily	2717	Kasparov, Garry	2849	2001	1/2-1/2	izdLhcDH	https://lichess.org/izdLhcDH
B.Sic.Naj.Sch.O-O	Nepomniachtchi, I.	2751	Kasparov, G.	2812	2017	1/2-1/2	uNJuQn1m	https://lichess.org/uNJuQn1m
B.Sic.Naj.Sch.O-O	Anand, Viswanathan	2725	Kasparov, Garry	2795	1995	1/2-1/2	IpjFR8LK	https://lichess.org/IpjFR8LK
B.Sic.Naj.Sch.O-O	Anand, Viswanathan	2725	Kasparov, Garry	2795	1995	1/2-1/2	92IWGmV4	https://lichess.org/92IWGmV4
B.Sic.Naj.Sch.O-O.Be7	Ivanchuk, Vassily	2717	Kasparov, Garry	2849	2001	1/2-1/2	izdLhcDH	https://lichess.org/izdLhcDH
B.Sic.Naj.Sch.O-O.Be7	Nepomniachtchi, I.	2751	Kasparov, G.	2812	2017	1/2-1/2	uNJuQn1m	https://lichess.org/uNJuQn1m
B.Sic.Naj.Sch.O-O.Be7	Anand, Viswanathan	2725	Kasparov, Garry	2795	1995	1/2-1/2	IpjFR8LK	https://lichess.org/IpjFR8LK
B.Sic.Naj.Sch.O-O.Be7	Anand, Viswanathan	2725	Kasparov, Garry	2795	1995	1/2-1/2	92IWGmV4	https://lichess.org/92IWGmV4
B.Sic.Dra.Yug.Bd7	Karjakin, Sergey	2771	Carlsen, M.	2881	2014	1/2-1/2	rZjU3wqD	https://lichess.org/rZjU3wqD
B.Sic.Dra.Yug.Bd7	Anand, Viswanathan	2800	Carlsen, Magnus	2826	2010	1/2-1/2	nJ6sMTpL	https://lichess.org/nJ6sMTpL
B.Sic.Dra.Yug.Bd7	Anand, Viswanathan	2790	Carlsen, Magnus	2810	2010	1/2-1/2	JcW0nyTk	https://lichess.org/JcW0nyTk
B.Sic.Dra.Yug.Bd7	Anand, Viswanathan	2798	Carlsen, Magnus	2775	2008	1-0	cvKvhZx8	https://lichess.org/cvKvhZx8
B.Sic.Dra.Yug.Bd7.O-O-O	Ivanchuk, Vassily	2781	Carlsen, Magnus	2775	2008	1/2-1/2	oW0O0nCK	https://lichess.org/oW0O0nCK
B.Sic.Dra.Yug.Bd7.O-O-O	Topalov, Veselin	2777	Carlsen, Magnus	2775	2008	1-0	wfuJE4T3	https://lichess.org/wfuJE4T3
B.Sic.Dra.Yug.Bd7.O-O-O	Anand, Viswanathan	2725	Kasparov, Garry	2795	1995	0-1	rAw3PyPT	https://lichess.org/rAw3PyPT
B.Sic.Dra.Yug.Bd7.O-O-O	Carlsen, Magnus	2775	Radjabov, Teimour	2744	2008	1-0	PuaeVwTM	https://lichess.org/PuaeVwTM
B.Sic.Sch.Krs.h6	Carlsen, M.	2840	Van Wely, L.	2695	2017	1-0	aB82kSWO	https://lichess.org/aB82kSWO
B.Sic.Sch.Krs.h6	Ivanchuk, Vassily	2751	Morozevich, Alexander	2765	2008	1/2-1/2	EkBXM5ue	https://lichess.org/EkBXM5ue
B.Sic.Sch.Krs.h6	Anand, Viswanathan	2770	Ivanchuk, Vassily	2740	1998	1/2-1/2	VovimiK8	https://lichess.org/VovimiK8
B.Sic.Sch.Krs.h6	Grischuk, A.	2766	Duda, J.	2737	2018	1-0	9SM8YTZP	https://lichess.org/9SM8YTZP
B.Sic.Sch.Krs.h6.h4	Nepomniachtchi, I.	2763	Duda, J.	2738	2018	0-1	BChx8lM6	https://lichess.org/BChx8lM6
B.Sic.Sch.Krs.h6.h4	Karjakin, Sergey	2757	Duda, J..	2729	2021	1/2-1/2	Hsf0sJ5n	https://lichess.org/Hsf0sJ5n
B.Sic.Sch.Krs.h6.h4	Shirov, Alexei	2740	Salov, Valery	2710	1994	1/2-1/2	Hh1Ew06D	https://lichess.org/Hh1Ew06D
B.Sic.Sch.Krs.h6.h4	Smeets, Jan	2657	Anand, Viswanathan	2790	2010	1/2-1/2	j1H8h3Z7	https://lichess.org/j1H8h3Z7
B.Sic.Sch.Krs.h6.h4.Nc6	Nepomniachtchi, I.	2763	Duda, J.	2738	2018	0-1	BChx8lM6	https://lichess.org/BChx8lM6
B.Sic.Sch.Krs.h6.h4.Nc6	Karjakin, Sergey	2757	Duda, J..	2729	2021	1/2-1/2	Hsf0sJ5n	https://lichess.org/Hsf0sJ5n
B.Sic.Sch.Krs.h6.h4.Nc6	Smeets, Jan	2657	Anand, Viswanathan	2790	2010	1/2-1/2	j1H8h3Z7	https://lichess.org/j1H8h3Z7
B.Sic.Sch.Krs.h6.h4.Nc6	Gashimov, Vugar	2746	Giri, Anish	2690	2011	1-0	3uJJxUFZ	https://lichess.org/3uJJxUFZ
B.Sic.Acc.Mar.Nf6	Caruana, F.	2801	Carlsen, M.	2877	2014	1/2-1/2	dAgngFMv	https://lichess.org/dAgngFMv
B.Sic.Acc.Mar.Nf6	Carlsen, M.	2839	Caruana, F.	2789	2025	1-0	d5PBHQG4	https://lichess.org/d5PBHQG4
B.Sic.Acc.Mar.Nf6	Giri, A..	2776	Carlsen, M..	2847	2021	1-0	LdrjbTID	https://lichess.org/LdrjbTID
B.Sic.Acc.Mar.Nf6	Carlsen, Magnus	2837	Topalov, Veselin	2752	2012	1/2-1/2	BNjKtRX2	https://lichess.org/BNjKtRX2
B.Sic.Acc.Mar.Nf6.Nc3	Caruana, F.	2801	Carlsen, M.	2877	2014	1/2-1/2	dAgngFMv	https://lichess.org/dAgngFMv
B.Sic.Acc.Mar.Nf6.Nc3	Carlsen, M.	2839	Caruana, F.	2789	2025	1-0	d5PBHQG4	https://lichess.org/d5PBHQG4
B.Sic.Acc.Mar.Nf6.Nc3	Giri, A..	2776	Carlsen, M..	2847	2021	1-0	LdrjbTID	https://lichess.org/LdrjbTID
B.Sic.Acc.Mar.Nf6.Nc3	Carlsen, Magnus	2837	Topalov, Veselin	2752	2012	1/2-1/2	BNjKtRX2	https://lichess.org/BNjKtRX2
B.Sic.Acc.Mar.Nf6.Nc3.Nxd4	Carlsen, Magnus	2837	Topalov, Veselin	2752	2012	1/2-1/2	BNjKtRX2	https://lichess.org/BNjKtRX2
B.Sic.Acc.Mar.Nf6.Nc3.Nxd4	Aronian, Levon	2767	Duda, Jan Krzysztof	2757	2020	1/2-1/2	4ZQodRb7	https://lichess.org/4ZQodRb7
B.Sic.Acc.Mar.Nf6.Nc3.Nxd4	Grischuk, Alexander	2763	Topalov, Veselin	2752	2012	1/2-1/2	XuuNOKk8	https://lichess.org/XuuNOKk8
B.Sic.Acc.Mar.Nf6.Nc3.Nxd4	Yu Yangyi	2738	Duda, J.	2758	2019	1/2-1/2	oxzSnNgz	https://lichess.org/oxzSnNgz
B.Sic.Ros.Nim.O-O	Vachier Lagrave, M..	2784	Carlsen, M..	2862	2021	1-0	5p5Plo3D	https://lichess.org/5p5Plo3D
B.Sic.Ros.Nim.O-O	Vachier Lagrave, M..	2784	Carlsen, M..	2862	2021	1-0	kON1qJuh	https://lichess.org/kON1qJuh
B.Sic.Ros.Nim.O-O	Nepomniachtchi, I.	2773	Carlsen, M.	2865	2022	1/2-1/2	5fujEJD0	https://lichess.org/5fujEJD0
B.Sic.Ros.Nim.O-O	Aronian, Levon	2773	Carlsen, Magnus	2863	2020	1/2-1/2	z6pvc6ZX	https://lichess.org/z6pvc6ZX
B.Sic.Ros.Nim.O-O.Nge7	Vachier Lagrave, M..	2784	Carlsen, M..	2862	2021	1-0	kON1qJuh	https://lichess.org/kON1qJuh
B.Sic.Ros.Nim.O-O.Nge7	Vachier Lagrave, M..	2784	Carlsen, M..	2862	2021	1-0	5p5Plo3D	https://lichess.org/5p5Plo3D
B.Sic.Ros.Nim.O-O.Nge7	Aronian, Levon	2773	Carlsen, Magnus	2863	2020	1/2-1/2	IEChBVPH	https://lichess.org/IEChBVPH
B.Sic.Ros.Nim.O-O.Nge7	Aronian, Levon	2773	Carlsen, Magnus	2863	2020	1/2-1/2	z6pvc6ZX	https://lichess.org/z6pvc6ZX
B.CaK.Adv.Sht.O-O	Carlsen, Magnus	2863	Harikrishna, Pentala	2732	2020	1-0	ddOcMQiz	https://lichess.org/ddOcMQiz
B.CaK.Adv.Sht.O-O	Carlsen, Magnus	2776	Anand, Viswanathan	2791	2009	1/2-1/2	tFYmmB2H	https://lichess.org/tFYmmB2H
B.CaK.Adv.Sht.O-O	Dominguez Perez, L.	2739	Mamedyarov, S.	2768	2016	1/2-1/2	DwICrj3F	https://lichess.org/DwICrj3F
B.CaK.Adv.Sht.O-O	Ivanchuk, Vassily	2710	Anand, Viswanathan	2780	1999	1/2-1/2	B23AUVom	https://lichess.org/B23AUVom
B.CaK.Adv.Sht.O-O.Nc6	Carlsen, Magnus	2863	Harikrishna, Pentala	2732	2020	1-0	ddOcMQiz	https://lichess.org/ddOcMQiz
B.CaK.Adv.Sht.O-O.Nc6	Carlsen, Magnus	2776	Anand, Viswanathan	2791	2009	1/2-1/2	tFYmmB2H	https://lichess.org/tFYmmB2H
B.CaK.Adv.Sht.O-O.Nc6	Dominguez Perez, L.	2739	Mamedyarov, S.	2768	2016	1/2-1/2	DwICrj3F	https://lichess.org/DwICrj3F
B.CaK.Adv.Sht.O-O.Nc6	Ivanchuk, Vassily	2710	Anand, Viswanathan	2780	1999	1/2-1/2	B23AUVom	https://lichess.org/B23AUVom
B.CaK.Adv.Tal.h5	Nakamura, Hikaru	2736	Carlsen, Magnus	2863	2020	0-1	xivW5sVK	https://lichess.org/xivW5sVK
B.CaK.Adv.Tal.h5	Dominguez Perez, Leinier	2758	Caruana, Fabiano	2835	2020	0-1	1MK8brAm	https://lichess.org/1MK8brAm
B.CaK.Adv.Tal.h5	Dominguez Perez, Leinier	2758	Caruana, Fabiano	2835	2020	1/2-1/2	qnGvUjtc	https://lichess.org/qnGvUjtc
B.CaK.Adv.Tal.h5	Dominguez Perez, Leinier	2758	Caruana, Fabiano	2835	2020	0-1	ugqimX91	https://lichess.org/ugqimX91
B.CaK.Adv.Tal.h5.Bd3	Nakamura, Hikaru	2736	Carlsen, Magnus	2863	2020	0-1	xivW5sVK	https://lichess.org/xivW5sVK
B.CaK.Adv.Tal.h5.Bd3	Dominguez Perez, Leinier	2758	Caruana, Fabiano	2835	2020	0-1	1MK8brAm	https://lichess.org/1MK8brAm
B.CaK.Adv.Tal.h5.Bd3	Dominguez Perez, Leinier	2758	Caruana, Fabiano	2835	2020	1/2-1/2	qnGvUjtc	https://lichess.org/qnGvUjtc
B.CaK.Adv.Tal.h5.Bd3	Dominguez Perez, Leinier	2758	Caruana, Fabiano	2835	2020	0-1	ugqimX91	https://lichess.org/ugqimX91
B.CaK.Pmv.Nc6.Nf3	Giri, A.	2764	Carlsen, M.	2856	2022	1/2-1/2	9Sdad7YX	https://lichess.org/9Sdad7YX
B.CaK.Pmv.Nc6.Nf3	Nepomniachtchi, I.	2779	Carlsen, M.	2835	2023	1/2-1/2	yZrlyaVp	https://lichess.org/yZrlyaVp
B.CaK.Pmv.Nc6.Nf3	Aronian, L.	2765	Grischuk, A.	2771	2015	1/2-1/2	INBwZy1O	https://lichess.org/INBwZy1O
B.CaK.Pmv.Nc6.Nf3	Ivanchuk, V.	2738	Vachier Lagrave, M.	2796	2017	1-0	gVg9axsJ	https://lichess.org/gVg9axsJ
B.CaK.Pmv.Nc6.Nf3.Bg4	Aronian, L.	2765	Grischuk, A.	2771	2015	1/2-1/2	INBwZy1O	https://lichess.org/INBwZy1O
B.CaK.Pmv.Nc6.Nf3.Bg4	Ivanchuk, V.	2738	Vachier Lagrave, M.	2796	2017	1-0	gVg9axsJ	https://lichess.org/gVg9axsJ
B.CaK.Pmv.Nc6.Nf3.Bg4	Carlsen, Magnus	2863	Leko, Peter	2663	2020	1-0	t4Dyu2Au	https://lichess.org/t4Dyu2Au
B.CaK.Pmv.Nc6.Nf3.Bg4	Polgar, Judit	2735	Leko, Peter	2763	2005	1/2-1/2	kDJqeEoK	https://lichess.org/kDJqeEoK
B.Fre.Cls.MLn.e5	Anand, Viswanathan	2799	Morozevich, Alexander	2765	2008	1-0	D7UntY0s	https://lichess.org/D7UntY0s
B.Fre.Cls.MLn.e5	Shirov, Alexei	2751	Morozevich, Alexander	2748	2000	0-1	MPyj7jx4	https://lichess.org/MPyj7jx4
B.Fre.Cls.MLn.e5	Kasparov, Garry	2827	Kortschnoj, Viktor	2643	2001	1-0	xbT1NZw6	https://lichess.org/xbT1NZw6
B.Fre.Cls.MLn.e5	Topalov, Veselin	2752	Vallejo Pons, Francisco	2697	2012	1-0	rhrZMTRS	https://lichess.org/rhrZMTRS
B.Fre.Cls.MLn.e5.Nfd7	Anand, Viswanathan	2799	Morozevich, Alexander	2765	2008	1-0	D7UntY0s	https://lichess.org/D7UntY0s
B.Fre.Cls.MLn.e5.Nfd7	Shirov, Alexei	2751	Morozevich, Alexander	2748	2000	0-1	MPyj7jx4	https://lichess.org/MPyj7jx4
B.Fre.Cls.MLn.e5.Nfd7	Kasparov, Garry	2827	Kortschnoj, Viktor	2643	2001	1-0	xbT1NZw6	https://lichess.org/xbT1NZw6
B.Fre.Cls.MLn.e5.Nfd7	Topalov, Veselin	2752	Vallejo Pons, Francisco	2697	2012	1-0	rhrZMTRS	https://lichess.org/rhrZMTRS
B.Fre.Stn.MLn.f4	Karjakin, Sergey	2750	Carlsen, M.	2882	2019	1-0	GjkiRzzC	https://lichess.org/GjkiRzzC
B.Fre.Stn.MLn.f4	Kasparov, G.	2812	Caruana, F.	2807	2017	0-1	Cf1e6zzg	https://lichess.org/Cf1e6zzg
B.Fre.Stn.MLn.f4	Caruana, F.	2764	Carlsen, M.	2853	2023	1-0	LcHBiBca	https://lichess.org/LcHBiBca
B.Fre.Stn.MLn.f4	Carlsen, Magnus	2837	Morozevich, Alexander	2770	2012	1-0	uWjzaZ6O	https://lichess.org/uWjzaZ6O
B.Fre.Stn.MLn.f4.c5	Karjakin, Sergey	2750	Carlsen, M.	2882	2019	1-0	GjkiRzzC	https://lichess.org/GjkiRzzC
B.Fre.Stn.MLn.f4.c5	Kasparov, G.	2812	Caruana, F.	2807	2017	0-1	Cf1e6zzg	https://lichess.org/Cf1e6zzg
B.Fre.Stn.MLn.f4.c5	Caruana, F.	2764	Carlsen, M.	2853	2023	1-0	LcHBiBca	https://lichess.org/LcHBiBca
B.Fre.Stn.MLn.f4.c5	Carlsen, Magnus	2837	Morozevich, Alexander	2770	2012	1-0	uWjzaZ6O	https://lichess.org/uWjzaZ6O
B.Fre.Win.Psn.Kd1	Tari, A.	2584	Kovalenko, I.	2684	2017	1-0	ft4L80ck	https://lichess.org/ft4L80ck
B.Fre.Win.Psn.Kd1	Perunovic, Mil	2624	Edouard, R.	2632	2015	1-0	IYXwaF22	https://lichess.org/IYXwaF22
B.Fre.Win.Psn.Kd1	Tari, A.	2570	Goganov, A.	2635	2017	0-1	p59uiue3	https://lichess.org/p59uiue3
B.Fre.Win.Psn.Kd1	Short, Nigel D	2697	Neelotpal, Das	2436	1999	0-1	TYlr4XLX	https://lichess.org/TYlr4XLX
B.Fre.Win.Psn.Kd1.dxc3	Tari, A.	2584	Kovalenko, I.	2684	2017	1-0	ft4L80ck	https://lichess.org/ft4L80ck
B.Fre.Win.Psn.Kd1.dxc3	Tari, A.	2570	Goganov, A.	2635	2017	0-1	p59uiue3	https://lichess.org/p59uiue3
B.Fre.Win.Psn.Kd1.dxc3	Short, Nigel D	2697	Neelotpal, Das	2436	1999	0-1	TYlr4XLX	https://lichess.org/TYlr4XLX
B.Fre.Win.Psn.Kd1.dxc3	Pichot, A.	2550	Rodriguez Vila, A.	2498	2016	1-0	FoXAliN5	https://lichess.org/FoXAliN5
B.Fre.Tar.Ope.exd5	Anand, V.	2786	So, W.	2812	2017	1/2-1/2	usADdvRU	https://lichess.org/usADdvRU
B.Fre.Tar.Ope.exd5	Karjakin, Sergey	2781	Caruana, F.	2808	2017	1/2-1/2	akGIKI3b	https://lichess.org/akGIKI3b
B.Fre.Tar.Ope.exd5	Karjakin, Sergey	2781	Caruana, F.	2808	2017	0-1	54VMcYoB	https://lichess.org/54VMcYoB
B.Fre.Tar.Ope.exd5	Wei Yi	2763	Erigaisi, Arjun	2797	2024	1/2-1/2	hVPlREbH	https://lichess.org/hVPlREbH
B.Fre.Tar.Ope.exd5.exd5	Nakamura, Hikaru	2774	Ivanchuk, Vassily	2779	2011	1/2-1/2	0UQOQFeh	https://lichess.org/0UQOQFeh
B.Fre.Tar.Ope.exd5.exd5	Guseinov, G.	2613	Carlsen, M.	2881	2014	1/2-1/2	1W9Gujsb	https://lichess.org/1W9Gujsb
B.Fre.Tar.Ope.exd5.exd5	Shirov, Alexei	2739	Gelfand, Boris	2736	2007	1-0	tMdAYPIH	https://lichess.org/tMdAYPIH
B.Fre.Tar.Ope.exd5.exd5	Wei Yi	2739	Ivanchuk, V.	2729	2017	1/2-1/2	AD0Yusgi	https://lichess.org/AD0Yusgi
B.Pir.150.MLn.f3	Ragger, Markus	2628	Chatalbashev, Boris	2606	2010	1-0	aDJqNf7V	https://lichess.org/aDJqNf7V
B.Pir.150.MLn.f3	Lopez Martinez, Josep Manuel	2563	Gurevich, Mikhail	2635	2007	1-0	E0U7AvyS	https://lichess.org/E0U7AvyS
B.Pir.150.MLn.f3	Ponkratov, P.	2603	Onischuk, V.	2591	2013	1-0	Pb0DuoxS	https://lichess.org/Pb0DuoxS
B.Pir.150.MLn.f3	Korneev, O.	2594	Chatalbashev, B.	2550	2015	0-1	tEqKjLCq	https://lichess.org/tEqKjLCq
B.Pir.150.MLn.f3.c6	Lopez Martinez, Josep Manuel	2563	Gurevich, Mikhail	2635	2007	1-0	E0U7AvyS	https://lichess.org/E0U7AvyS
B.Pir.150.MLn.f3.c6	Krallis, Christos	2407	Tabatabaei, M.	2681	2025	0-1	QTqMqqZt	https://lichess.org/QTqMqqZt
