lichess_id	event	site	date	round
WOb0yPxr	2nd IMSA Blitz 2017	Huai'an CHN	2017.12.12	3.5
EcF6DdUi	Chess.com RCC Wk15 Swiss	chess.com INT	2022.05.21	9
CYO3l92h	PRO League KO Stage	Chess.com INT	2020.03.10	2
i9Kxe2bb	Charity Cup KO 2022	chess24.com INT	2022.03.24	2.22
kTlHiJaw	Vugar Gashimov Mem 2019	Shamkir AZE	2019.04.04	5.3
whxPSyuk	Tata Steel India Rapid	Kolkata IND	2019.11.23	6.3
QmTBEsNY	Chessable Masters Prelim	chess24.com INT	2022.05.19	4.1
rrThLDAC	Cote d'Ivoire Rapid 2019	Abidjan CIV	2019.05.10	8.2
LTe0cNKy	Carlsen Tour Final	chess24.com INT	2020.08.10	1.21
2AIOYRST	World Rapid 2019	Moscow RUS	2019.12.28	12.1
v5PLWi9g	chess.com Speed 1m+1spm 2017	chess.com INT	2017.11.18	2.28
QR5UbqUY	7th Sinquefield Cup 2019	Saint Louis USA	2019.08.19	3.2
XolcdVwH	Carlsen Inv Prelim	chess24.com INT	2020.04.22	3.2
wV7Qn4S6	Carlsen Tour Final	chess24.com INT	2020.08.12	1.43
GaxieaHb	Bundesliga 2018-19	Berlin GER	2019.03.03	11.1
ULAgpMaX	2nd Norway Chess 2014	Stavanger NOR	2014.06.08	5.2
3mzUbWRx	FIDE World Rapid 2014	Dubai UAE	2014.06.18	11.1
CHr4jtYg	2nd Norway Blitz 2014	Flor & Fjaere NOR	2014.06.02	4.3
aKStNkXb	Saint Louis Rapid 2019	Saint Louis USA	2019.08.10	1.1
z2geMgul	11th Tal Mem Blitz 2018	Moscow RUS	2018.03.05	11.2
Se07YrWg	Wch Blitz	Astana	2012.07.10	21
jfFPmX8l	chess.com Speed 1m+1spm 2017	chess.com INT	2018.08.07	28
yWVrDAz3	chess.com Speed 1m+1spm 2017	chess.com INT	2018.08.07	22
vx1mUeOc	NATT/6	ICCF	2008.06.20	?.1
3PEfzPuH	Internet Section 06A g/8'+2	Dos Hermanas	2004.03.06	7
iFYywHQz	MT-Milan (ENG)	ICCF	2008.08.15	?
TGEbeK5Q	BRA-NOR 2008	ICCF	2008.08.28	?.1
jIWOc713	FIDE World Rapid 2014	Dubai UAE	2014.06.18	14.2
tQZnzpJU	Tata Steel-A 75th	Wijk aan Zee	2013.01.13	2
FTNFpGyo	Vugar Gashimov Mem 2018	Shamkir AZE	2018.04.19	1.3
blKvPNqS	Carlsen Tour Final	chess24.com INT	2020.08.10	1.23
uNm0HJZZ	Julius Baer GenCup KO	chess24.com INT	2022.09.25	3.22
yahD43ql	7th Norway Blitz 2019	Stavanger NOR	2019.06.03	5.3
bQeAGBcw	41st Olympiad Open 2014	Tromso NOR	2014.08.04	3.1
5HPzvCPk	Chessable Masters Final	chess24.com INT	2020.06.30	2.14
qTDbYPql	Chessable Masters Final	chess24.com INT	2020.07.01	2.21
5RZ0f9x5	World Blitz 2019	Moscow RUS	2019.12.30	20.1
XIOE4kIi	Amber-rapid 19th	Nice	2010.03.21	8
E4ENwId4	Ultimate Blitz Challenge	Saint Louis USA	2016.04.28	2.2
KShxgyrN	Kosmos m 5'	Moscow	1998.11.27	6
9eE7XxLa	Amber-blindfold 19th	Nice	2010.03.14	2
ZJIxPaS8	36th ECC Open 2021	Struga MKD	2021.09.22	5.3
hMsMv966	SportAccord Rapid Men 2013	Beijing CHN	2013.12.13	5.5
Iu3cR4Il	Beijing Sportaccord blindfold	Beijing	2012.12.19	6
LYlWOL61	SportAccord Blitz Men 2013	Beijing CHN	2013.12.16	27.1
x1NfADEP	World Rapid 2024	New York USA	2024.12.28	11.4
Mynd8eWQ	5th Classic KO 2013	London ENG	2013.12.15	3.2
IWmRX2ik	Beijing FIDE GP	Beijing	2013.07.15	10
l5617NnX	Tata Steel-A 75th	Wijk aan Zee	2013.01.14	3
2QYo9oKl	Amsterdam Euwe Memorial	Amsterdam	1995.05.12	1
ThkFnrhc	EU-chT (Men) 17th	Novi Sad	2009.10.26	5
Tgj8tE31	Linares 12th	Linares	1994.??.??	3
ivxeEQ7a	Aruba m	Aruba	1995.??.??	5
cOKsoa1P	Chessable Masters Final	chess24.com INT	2020.06.27	1.23
QNNsIg4q	Chessable Masters Final	chess24.com INT	2020.06.27	1.21
g5bZX298	Norway Chess 8th	Stavanger	2020.10.08	4
aNKdVGIR	7th Sinquefield Cup 2019	Saint Louis USA	2019.08.25	8.2
ZIpTRHrr	Chessable Masters KO 2022	chess24.com INT	2022.05.24	2.12
iOgwL8EI	6th Norway Blitz 2018	Stavanger NOR	2018.05.27	7.1
tnNZQMWZ	Tal Memorial 8th	Moscow	2013.06.18	5
Lsl4tnmq	FIDE Candidates	London	2013.03.31	13
5hrHwytd	2nd Norway Blitz 2014	Flor & Fjaere NOR	2014.06.02	8.3
rTc3REeE	Vugar Gashimov Mem 2014	Shamkir AZE	2014.04.26	6.2
l7sb4G7L	Lindores Abbey Stars	Cupar SCO	2019.05.25	1.2
F887FG8M	Saint Louis Blitz 2019	Saint Louis USA	2019.08.14	17.1
bY9LGqgM	Meltwater Tour Final 2021	chess24.com INT	2021.10.03	8.4
0lMZtIzE	Saint Louis Blitz 2019	Saint Louis USA	2019.08.14	11.3
XfSevJ8V	FIDE World Cup	Tromso	2013.08.24	5.2
FKzZmlKr	Hofmann Cup	Baden-Baden	1995.??.??	6
mvXFjw4B	IMSA Blitz 2016	Huai'an CHN	2016.03.01	23.3
r4U2eW0t	Corus	Wijk aan Zee	2001.01.23	9
TCMsEOzj	FIDE World Blitz 2014	Dubai UAE	2014.06.20	16.2
IHJjuOuQ	Grand Slam Final 5th	Sao Paulo/Bilbao	2012.10.13	10
bEupX1Mc	WCh 2014	Sochi RUS	2014.11.14	5
oC6QLobQ	Vugar Gashimov Mem 2014	Shamkir AZE	2014.04.28	8.2
lvmmI4Ad	Botvinnik Memorial m 5'	Moscow	2001.12.09	2
BrG40tmB	FIDE World Rapid 2014	Dubai UAE	2014.06.16	4.4
whNCT02j	World Blitz 2016	Doha QAT	2016.12.30	16.2
N8XykJzY	Tata Steel-A 75th	Wijk aan Zee	2013.01.23	10
N8XEWWZo	chess.com Blitz Final 3m+2spm 2016	chess.com INT	2016.10.27	11
4hVkYUap	chess.com Blitz Final 5m+2spm 2016	chess.com INT	2016.10.27	9
UqrxVvU1	Grand Slam Final 5th	Sao Paulo/Bilbao	2012.09.29	5
J2SNJvgv	FIDE Candidates	London	2013.03.15	1
dZ1Lf04a	PRO League KO Stage 2017	chess.com INT	2017.03.26	5.4
LiE2YWKA	GCT Blitz YourNextMove	Leuven BEL	2016.06.20	13.5
61x0vxpI	GCT Blitz YourNextMove	Leuven BEL	2016.06.19	9.4
Ibovajr9	SpeedChess Final 2024	Paris FRA	2024.09.08	2.28
GoX6H0bl	Legends of Chess Prelim	chess24.com INT	2020.07.22	2.4
zT7p8scw	Alma-Ata m1	Alma-Ata	1995.??.??	?
blAcGcqZ	Lindores Abbey Final 8	chess24.com INT	2020.05.24	1.13
XDlWSpjh	2nd Norway Chess 2014	Stavanger NOR	2014.06.10	7.3
B9jC6RdF	Saint Louis Rapid 2019	Saint Louis USA	2019.08.12	7.2
4Hof4Yvr	7th Sinquefield Cup 2019	Saint Louis USA	2019.08.24	7.3
7KeZ8rWs	WCh 2014	Sochi RUS	2014.11.21	10
esRKFa7Z	Chessable Masters Final	chess24.com INT	2020.06.30	2.13
y9dIW0Vx	11th London Classic 2019	London ENG	2019.12.04	1.4
1hSD8a6z	7th Norway Chess 2019	Stavanger NOR	2019.06.06	3.1
sX9fY9K0	Saint Louis Rapid	Lichess.org INT	2020.09.16	4
o8NALwSs	2nd Norway Blitz 2014	Flor & Fjaere NOR	2014.06.02	2.4
eZxOxuUd	4th GRENKE Chess Classic	Karlsruhe GER	2017.04.20	5.4
cQ5o0L2Z	World Cup	Khanty-Mansiysk	2009.11.21	1.1
rv4Nzs6F	SWIFT-Chess World Championship	Brussels	1987.??.??	?
kec8I8fo	Paris-ch blitz	Paris	2011.??.??	5
8nDz67kQ	Zurich CC Rapid 2014	Zurich SUI	2014.02.04	4.2
n0jfW5WW	Tata Steel-A 75th	Wijk aan Zee	2013.01.20	8
36v6iMte	Grand Slam Final 5th	Sao Paulo/Bilbao	2012.10.08	6
pKo5nxav	30th Leon GM 2017	Leon ESP	2017.07.07	1.4
FatpiP06	World Rapid 2021	Warsaw POL	2021.12.28	10.5
sFNHLJAC	FIDE World Cup 2021	Krasnaya Polyana RUS	2021.07.29	6.2
6tTnsVXU	Champions Showdown Blitz	Saint Louis USA	2019.02.23	12.1
zVaqozdf	Wch Blitz 5th	Moscow	2010.11.16	6
AyxhkvhD	Wch Blitz 5th	Moscow	2010.11.17	17
Oszd6zma	Aimchess Rapid KO	chess24.com INT	2022.10.20	3.12
0DfZPdnI	11th London Classic 2019	London ENG	2019.12.08	2.3
stv7HHPj	GCT Rapid Paris 2016	Paris FRA	2016.06.10	7.4
hUPN4foC	Saint Louis Blitz 2017	Saint Louis USA	2017.08.17	2.1
rHvAegKn	Champions Showdown 60m	Saint Louis USA	2016.11.11	4.1
fgVYDlgo	chess.com Speed 5m+2spm 2017	chess.com INT	2017.11.18	2.11
kunu6Vsz	Carlsen-Ding Showdown G5	Saint Louis USA	2017.11.14	11
9Hx1Mjho	World Rapid 2017	Riyadh KSA	2017.12.28	15.1
MO0RYZRV	Julius Baer Gen Cup D1 W	chess.com INT	2024.10.01	4.4
civdIIB0	Zurich Chess Challenge 2014	Zurich SUI	2014.01.31	2.3
ymKeRuLU	Norway Masters blitz	Stavanger	2013.05.07	7
jqhETGh8	4th Norway Blitz 2016	Stavanger NOR	2016.04.18	1.4
eQpwsLKA	78th Tata Steel GpA	Wijk aan Zee NED	2016.01.17	2.1
Rakivs4Y	SuperUnited Rapid 2022	Zagreb CRO	2022.07.21	6.4
63pcIJI1	PRO League Group Stage	chess.com INT	2019.03.13	10
0uHkVKh8	chess.com Speed 2019	chess.com INT	2019.09.03	1.27
oThzjNPP	chess.com Speed 2019	chess.com INT	2019.09.03	1.29
qY1dni1K	chess.com Speed 2019	chess.com INT	2019.09.03	1.28
Xe7h3WOi	5th Norway Blitz 2017	Stavanger NOR	2017.06.05	1.1
0iRDUzIW	5th Norway Blitz 2017	Stavanger NOR	2017.06.05	3.1
fSLyX9nZ	Fujitsu Siemens Giants	Frankfurt	2000.06.25	10
jaGA4ktx	SuperUnited CRO Rapid 2025	Zagreb CRO	2025.07.04	9.3
dkG9PfcU	European Blitz 2017	Katowice POL	2017.12.15	19.6
NXqdhv0r	Chess24 Banter Blitz Cup	chess24.com INT	2019.11.14	1.15
4amzGDKo	EU-chT (Men) 18th	Porto Carras	2011.11.10	8.1
7Fz1lmuG	Leros Artemis Cup 2nd	Leros	2010.07.16	5
e5mhwtJG	chess.com Blitz Final 5m+2spm 2016	chess.com INT	2016.10.27	6
wE7AR9c9	chess.com Speed 1m+1spm 2017	chess.com INT	2017.05.25	1.23
laGXmlTs	Champions Showdown Blitz	Saint Louis USA	2019.02.23	3.1
O1Ipwjpl	chess.com QF Blitz 5m+2spm 2016	chess.com INT	2016.05.04	2
826j7s4l	Moscow Tal Memorial 8th Blitz	Moscow	2013.06.12	5
RInu90Wf	Geneve Masters KO	Geneve	2013.06.29	1.3
Rhb7toKs	chess.com Speed 1m+1spm 2018	chess.com INT	2018.09.07	1.28
LyfqDDVv	Amber-blindfold 20th	Monte Carlo	2011.03.24	11
M48jv4JW	chess.com Speed 3m+2spm 2017	chess.com INT	2017.11.18	2.17
TTOqflCh	WCh 2016	New York USA	2016.11.21	8
od0E5M3q	79th Tata Steel GpA	Wijk aan Zee NED	2017.01.21	7.1
1e2V3pea	5th Norway Chess 2017	Stavanger NOR	2017.06.16	9.4
aRWPtH7a	Clutch Chess: Champions	Saint Louis USA	2025.10.27	5.2
toKk31dU	5th Norway Blitz 2017	Stavanger NOR	2017.06.05	8.1
mSuXXzOV	Chessable Masters Winners	chess.com INT	2025.02.19	4.1
uHG38n4Z	13th Norway Chess 2025	Stavanger NOR	2025.05.26	1.3
bPaAl7J9	Carlsen Inv Prelim	chess24.com INT	2020.04.30	7.1
wM2okvaK	Carlsen Inv Prelim	chess24.com INT	2020.04.28	6.2
2T0cCXkX	Meltwater Tour Final 2021	chess24.com INT	2021.10.03	8.1
zvnX9XR2	Clutch-ch June	Lichess.org INT	2020.06.12	2.7
OQwHPQ8w	Meltwater Tour Final 2021	chess24.com INT	2021.10.04	9.2
7T4TLCsb	Clutch-ch June	Lichess.org INT	2020.06.08	1.12
AvKmzp5G	World Rapid 2018	St Petersburg RUS	2018.12.28	11.11
fq9u11SX	World Rapid 2018	St Petersburg RUS	2018.12.26	4.5
06wNUWaA	Aimchess US Rapid Prelim	chess24.com INT	2021.08.28	4.3
K3TNuDAQ	Aimchess US Rapid Prelim	chess24.com INT	2021.08.29	8.5
0CSERfQh	Croatia GCT 2019	Zagreb CRO	2019.07.06	10.2
4WUj3eBH	Corus	Wijk aan Zee	2010.01.19	4
cXFPBvBQ	World Blitz 2015	Berlin GER	2015.10.13	10.6
fALCWUdm	PRO League Group Stage	chess.com INT	2018.02.28	8
TWaPr1W2	Tilburg Fontys	Tilburg	1996.10.17	6
FObjM5Rc	EU-chT (Men) 12th	Batumi	1999.12.06	8.2
ukKcGWvV	Madrid rapid	Madrid	1988.??.??	3
NPB19Ec7	Wall Street 5'	New York	1993.??.??	2.1
hIfScRr1	TCh-HUN 2018-19	Hungary HUN	2019.03.31	7.4
0mjPAyJY	SpeedChess Final 2024	Paris FRA	2024.09.08	2.21
b2fJA3Ib	TechM GCL 2024	London ENG	2024.10.08	7.3
1YIcyEYg	Mukachevo m g/10'+10''	Mukachevo	2007.10.28	11
ymzbO4ha	Wch Blitz 5th	Moscow	2009.11.16	12
IYJebnH4	Wch Blitz 3rd	Moscow	2007.11.21	13
vyzeKbyn	WchT 8th	Ningbo	2011.07.23	6
qyOjz798	Mexico City UNAM	Mexico City	2012.11.26	2.2
h5AbNcQB	Bazna Kings 5th	Medias	2011.06.20	9
4mI8Kfc6	Vugar Gashimov Mem 2018	Shamkir AZE	2018.04.21	3.3
Xe5sQt5d	5th Norway Blitz 2017	Stavanger NOR	2017.06.05	7.1
QuEfnEsV	Norway Masters blitz	Stavanger	2013.05.07	9
Iv1uYhxS	GCT Blitz YourNextMove	Leuven BEL	2017.07.01	8.3
HYHDmWFa	Wch Blitz 5th	Moscow	2010.11.16	7
DhYQ3hvA	Wch Rapid	Khanty-Mansiysk	2013.06.08	13
Q1kQczEo	EU-Cup 25th	Ohrid	2009.10.07	4.1
VO2bq0Od	SuperUnited CRO Rapid 2025	Zagreb CRO	2025.07.03	5.2
aIw782F3	TechM GCL 2025	Mumbai IND	2025.12.14	6.2
ot8kJUbu	chess.com Speed 1m+1spm 2018	chess.com INT	2018.10.11	2.35
Km87jmeb	Chess@iceland blitz f	Kopavogur	2000.04.02	3
B124r8Ib	Chess@iceland rap f	Kopavogur	2000.04.02	2
vB9fmQ33	Linares 19th	Linares	2002.03.09	13
oAYcNsnb	Fujitsu Siemens Giants	Frankfurt	2000.06.23	3
SBwocc7h	chess.com Speed 1m+1spm 2017	chess.com INT	2017.11.21	3.20
EBBoofCq	Amber-rapid 20th	Monte Carlo	2011.03.23	10
pxYfAwWi	Amber-rapid 20th	Monte Carlo	2011.03.13	2
SZnu0ANE	Amber-rapid 20th	Monte Carlo	2011.03.19	7
kKVCaqSR	Grand Slam Final 3rd	Bilbao	2010.10.13	4
kIkqnVMu	Amber-rapid 16th	Monte Carlo	2007.03.17	1
kY1eRcs6	Amber-rapid 20th	Monte Carlo	2011.03.15	4
CuQmjkwk	chess.com Speed 3m+2spm 2017	chess.com INT	2017.11.18	2.16
jagC6XqM	chess.com Speed 5m+2spm 2017	chess.com INT	2017.11.18	2.6
ElGD0Jes	Tal Memorial 8th	Moscow	2013.06.21	7
I9Kpdufd	Linares 15th	Linares	1998.02.24	3
9oYHppb3	Superbet Rapid 2023	Warsaw POL	2023.05.21	3.2
LKmsyXp2	World Rapid 2017	Riyadh KSA	2017.12.28	11.3
rH54IBK6	Carlsen Inv Prelim	chess24.com INT	2020.04.22	3.4
qustMeqJ	Zurich CC Blitz 2014	Zurich SUI	2014.01.29	5.3
bjSF8DMw	Clutch Chess: Champions	Saint Louis USA	2025.10.29	18.2
EG8FFMmO	34th ECC Open 2018	Porto Carras GRE	2018.10.17	6.2
rgBT0k5E	Geneve Masters KO	Geneve	2013.06.30	2.1
4kX05UOH	FIDE Candidates 2022	Madrid ESP	2022.06.26	8.1
VFb6tR2K	IMSA Rapid 2016	Huai'an CHN	2016.02.27	7.2
VIoP3DE2	Dos Hermanas	Dos Hermanas	2008.04.20	2.2
1irvz4ub	Tata Steel-A 82nd	Wijk aan Zee	2020.01.26	13
RPabtEQR	Magnus Carlsen Inv KO	chess24.com INT	2021.03.17	1.22
dUpyzpF3	13th Norway Chess 2025	Stavanger NOR	2025.06.02	7.2
35EuEaWc	Vugar Gashimov Mem 2018	Shamkir AZE	2018.04.28	9.3
G05mtzim	79th Tata Steel GpA	Wijk aan Zee NED	2017.01.25	10.1
kwwlHx93	Amber-rapid 19th	Nice	2010.03.14	2
Bbh6HM1l	Airthings Masters KO 2020	chess24.com INT	2020.12.30	1.22
HBZpZZHh	Amber-blindfold 19th	Nice	2010.03.19	6
BrBb1hVx	80th Tata Steel GpA	Wijk aan Zee NED	2018.01.24	10.6
1lJyXpKU	PAL/CSS Freestyle fin 7th	playchess.com INT	2007.09.08	3
lNxPixHl	European Blitz 2014	Wroclaw POL	2014.12.19	2.1
7mVIb8i6	36th Roquetas de Mar Open	Roquetas de Mar ESP	2025.01.03	3.5
xGsi8M93	PAL/CSS Freestyle op 5th	playchess.com INT	2007.03.03	5
aYZMIInG	2nd Sinquefield Cup 2014	Saint Louis USA	2014.08.29	3.1
DTcX956x	6th Norway Chess 2018	Stavanger NOR	2018.05.28	1.1
hnrTmQI4	Airthings Masters KO 2022	chess24.com INT	2022.02.26	3.22
jXVyBUEo	GCT Rapid Paris 2016	Paris FRA	2016.06.10	7.1
L2bAxc5P	7th Norway Blitz 2019	Stavanger NOR	2019.06.03	5.1
MwjmZ5t4	Opera Euro Rapid Prelim	chess24.com INT	2021.02.06	2.1
iSkynYpd	World Blitz 2016	Doha QAT	2016.12.30	13.30
6l7uuWFl	ch-RUS Rapid 2015	St Petersburg RUS	2015.05.14	6.3
kOML0CEc	Tata Steel-A 75th	Wijk aan Zee	2013.01.15	4
Qgu0CeVr	Champions Showdown Blitz	Saint Louis USA	2016.11.14	10.2
CF2Gdnsp	Norway Chess	Stavanger	2013.05.14	6
ZSnTgugi	chess.com Speed 3m+2spm 2017	chess.com INT	2017.10.24	2.18
ILd2SKbB	Tata Steel-A 75th	Wijk aan Zee	2013.01.22	9
eqTUJqXb	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.10	17
aA2Yozp9	USA-ch	Stillwater	2007.05.23	9
D0Xu4d0B	Manila Interzonal	Manila	1976.06.26	10
0SIcuwW0	Cento op 1st	Cento	2011.02.12	8
fbb19qlY	Parla 25 jub op	Parla	2008.09.10	5
TpOFFTap	chess.com Speed 2019	chess.com INT	2019.11.18	2.29
iKw1mTFX	GCT Blitz YourNextMove	Leuven BEL	2017.07.01	5.3
w8wLTkqh	Wch Blitz 5th	Moscow	2010.11.17	28
B3cuCIpf	New York State-ch 129th	New York	2007.09.03	6
vRYxnSdU	Chess.com RCC Wk15 Swiss	chess.com INT	2022.05.21	6
qIdVwh4I	16th Padova Open A 2013	Padova ITA	2013.12.17	4.1
SpTN68S0	2nd DKM 0-2750  1 (BUL)	ICCF	2025.01.25	?
1TPd5p1S	chess.com Speed 1m+1spm 2017	chess.com INT	2017.10.24	2.22
NoSayZPl	Saint Louis Blitz 2017	Saint Louis USA	2017.08.18	10.4
MrNhaorh	Carlsen Tour Final	chess24.com INT	2020.08.10	1.22
9BVdEqeK	Opera Euro Rapid KO 2021	chess24.com INT	2021.02.13	3.12
87u6NYxG	SpeedChess Final 2024	Paris FRA	2024.09.08	2.22
cV7134Za	Superbet POL Rapid 2024	Warsaw POL	2024.05.09	6.4
yx011mel	Superbet Blitz 2019	Bucharest ROU	2019.11.09	9.3
UGaI0JBl	URS Spartakiad 9th	Moscow	1983.??.??	7
jSS2xEWl	Linares 09th	Linares	1991.??.??	3
E4ahoyT8	Paris-ch blitz	Paris	2011.??.??	5
QglWXpy1	ARM-ch	Yerevan	2007.01.16	1
T9ql5knh	Saint Louis Blitz 2019	Saint Louis USA	2019.08.14	15.5
LRHPie7j	IMSA Rapid 2016	Huai'an CHN	2016.02.27	7.6
0yMLHCwu	Linares 16th	Linares	1999.03.02	8
5EAvkAFp	FIDE GP	Dubai	2002.04.04	2.4
x0fWg1VG	WCh 2021	Dubai UAE	2021.12.05	8
uyfJbDib	Clutch-ch June	Lichess.org INT	2020.06.11	2.4
nvw6k197	Superbet POL Rapid 2024	Warsaw POL	2024.05.09	5.2
BXHeQ3lC	Skilling Open KO 2020	chess24.com INT	2020.11.26	1.23
MkTDL4B8	GCT Blitz YourNextMove	Leuven BEL	2017.07.02	15.3
Bn97UkG7	Wch Rapid	Astana	2012.07.08	12
BMpna8yy	Saint Louis Blitz 2018	Saint Louis USA	2018.08.14	3.3
a3IXezjI	Superbet Rapid 2023	Warsaw POL	2023.05.23	8.2
BfvmTiCI	SpeedChess Final 2024	Paris FRA	2024.09.06	1.23
cREsBikg	SpeedChess Final 2024	Paris FRA	2024.09.06	1.27
JPlNgSFe	Wch Blitz 5th	Moscow	2009.11.18	34
6d1lDLVQ	Superbet Rapid 2023	Warsaw POL	2023.05.22	6.2
22IRlzfy	FIDE World Rapid 2014	Dubai UAE	2014.06.17	10.1
UuW4hPgr	Norway Masters blitz	Stavanger	2013.05.07	8
BfLcz7VI	Zurich CC Blitz 2014	Zurich SUI	2014.01.29	5.1
5NLQ2XbL	Clutch Chess: Champions	Saint Louis USA	2025.10.27	1.2
JRVaFyCT	81st Tata Steel GpA	Wijk aan Zee NED	2019.01.18	6.1
RzUGOWDd	Botvinnik Memorial m 5'	Moscow	2001.12.09	5
qu5GY0Ru	9th London Classic 2017	London ENG	2017.12.01	1.1
ZVxAM9oJ	5th Norway Chess 2017	Stavanger NOR	2017.06.14	7.4
UbpLQJEX	Botvinnik Memorial m 30'	Moscow	2001.12.07	3
afLQWjwB	chess.com Speed 1m+1spm 2017	chess.com INT	2018.01.03	4.21
uJ6kGgLD	FIDE Candidates 2014	Khanty-Mansiysk RUS	2014.03.25	10.3
y49xbMdg	Sinquefield Cup	Saint Louis	2013.09.09	1
g2uxHCXw	Tata Steel India Blitz	Kolkata IND	2019.11.26	11.4
Z0JmS6XC	7th Sinquefield Cup 2019	Saint Louis USA	2019.08.20	4.2
PsEzO94G	10th Norway Chess 2022	Stavanger NOR	2022.06.01	2.1
vLuLRyDS	Chessable Masters Final	chess24.com INT	2020.07.03	3.15
fLDTnMX2	Saint Louis Blitz 2019	Saint Louis USA	2019.08.13	4.4
98r9wJgn	WCh 2018	London ENG	2018.11.10	2
PlCEGJ2K	WCh 2018	London ENG	2018.11.18	7
GbaP5CNe	WCh 2014	Sochi RUS	2014.11.11	3
0YZJhTKl	FIDE Candidates	London	2013.03.25	9
Go7Iigbo	FIDE Candidates	London	2013.03.24	8
ESJpw399	6th London Classic 2014	London ENG	2014.12.11	2.2
4GnxdSsA	Corus	Wijk aan Zee	2008.01.25	11
FfqETqgN	GCT Finals 2025	Sao Paulo BRA	2025.09.30	1.3
G8HPayYZ	PCA/Intel-GP	Paris	1995.11.12	4.4
o0njTZQg	London Classic 3rd	London	2011.12.06	4
WgcBQpP2	Chess.com RCC Winners	chess.com INT	2022.08.18	1.2
ln48UCHz	FIDE Candidates	London	2013.04.01	14
9k9GbAbT	Chessable Masters GpB	chess24.com INT	2020.06.23	9
6JVREKrj	5th Sinquefield Cup 2017	Saint Louis USA	2017.08.10	8.4
rEwdR6G8	Aimchess Rapid KO	chess24.com INT	2022.10.19	2.12
vYkjHnUY	Capablanca Memorial Elite 47th	Havana	2012.05.08	5
3udEKioJ	World Championship 28th	Reykjavik	1972.07.20	5
J7GQsslt	FIDE World Cup 2017	Tbilisi GEO	2017.09.09	3.1
HbghAOAb	FIDE Grand Swiss 2023	Douglas IOM	2023.11.05	11.5
PaUpIeZS	81st Tata Steel GpA	Wijk aan Zee NED	2019.01.19	7.2
ppIvlSkj	GCT Rapid Paris 2019	Paris FRA	2019.07.27	2.5
43UPiAJc	Amber-rapid 20th	Monte Carlo	2011.03.19	7
LFRTvuCG	Saint Louis Rapid 2017	Saint Louis USA	2017.08.16	7.4
9YtZyYZz	Reggio Emilia 54th	Reggio Emilia	2012.01.02	6
lxynHZxv	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.10	27
ds0SRz0a	FIDE World Cup	Khanty-Mansiysk	2011.09.11	5.4
cPZBFMEJ	2nd IMSA Basque w 2017	Huai'an CHN	2017.12.15	4.2
3qWVh2vi	Ostrava	Ostrava	1994.??.??	3
1o6oqKVM	ISR-chT	Israel	2002.03.09	6
vsce9pGf	Barcelona	Barcelona	1993.??.??	7
lkdNBgIi	FIDE Candidates	London	2013.03.20	5
BKWBFtJK	Moscow Tal Memorial 6th	Moscow	2011.11.20	5
ocx9Dyq0	Moscow Tal Memorial 7th Blitz	Moscow	2012.06.07	8
SGALq4VA	GCT Blitz YourNextMove	Leuven BEL	2017.07.01	2.2
t6EUxiRp	Moscow Tal Memorial 7th	Moscow	2012.06.14	6
U1PEREzS	Champions Showdown Blitz	Saint Louis USA	2019.02.23	10.5
LJeLL8cd	RUS-chT 20th	Loo	2013.04.13	7
MrkVr16k	Moscow Tal Memorial 7th	Moscow	2012.06.13	5
m5nl7yzC	2nd Sinquefield Cup 2014	Saint Louis USA	2014.09.02	6.2
owPCpQLq	FTX Crypto Cup Prelim	chess24.com INT	2021.05.23	2.5
pFFH80NC	GCT Blitz YourNextMove	Leuven BEL	2016.06.20	16.3
olvheO1f	Amber-blindfold 20th	Monte Carlo	2011.03.22	9
awLrxAYl	SpeedChess Final 2024	Paris FRA	2024.09.06	1.21
coU1pYFZ	PCA/Intel-GP	New York	1994.??.??	2
ex16CIoM	chess.com Speed 2019	chess.com INT	2020.01.05	3.31
JrmMZYke	chess.com Speed 2019	chess.com INT	2019.10.03	1.23
bmy2AwLK	Charity Cup Prelim	chess24.com INT	2022.03.20	7.2
debC8CwP	Carlsen Inv Prelim	chess24.com INT	2020.04.21	2.3
Lhv5rQBi	SportAccord Blitz 2014	Beijing CHN	2014.12.13	14.2
OIyjKmiI	5th Classic KO 2013	London ENG	2013.12.14	1.1
6bdmqnpp	ch-USA 2015	Saint Louis USA	2015.04.04	4.3
UfDxSk2L	73rd Moscow Blitz	Moscow RUS	2019.09.07	14.4
5JYtz40o	Zuerich Champions rap	Zuerich	2009.08.23	5
waMGdiVj	Julius Baer Gen Cup P/I m D2	chess.com INT	2024.09.26	2.4
usmu8pTX	Eliseev Memorial Pt1 2017	Moscow RUS	2017.11.19	5.3
8Ow3GIzu	Chess24 Banter Blitz Cup	chess24.com INT	2019.10.03	1.8
jfWsokVq	Rilton Cup 37th	Stockholm	2007.12.31	5
8Q7Bzaey	CZE-chT 0304	Czechia	2003.??.??	2
39WQKJwU	Charity Cup KO 2022	chess24.com INT	2022.03.26	3.32
2qerDwVc	Norway Chess 8th	Stavanger	2020.10.13	8
188paWP7	SuperUnited Rapid 2023	Zagreb CRO	2023.07.06	5.4
LfNIzB7m	Wch Blitz 5th	Moscow	2009.11.16	11
jPInPNYo	4th Norway Chess 2016	Stavanger NOR	2016.04.27	7.1
